Subject_ID,Group,Task,Item_Index,Word,Absolute_Word_Start,Absolute_Word_End,Word_Duration,Gap_Before,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
xxxxxxxx253,Drug,C,1,红,1.3838,1.6662,0.2824,1.3838,28.5146427154541,0.0860057324171066,25.901365280151367,29.186767578125,30.9918155670166,5.090450286865234,46.29214859008789,0.0,-16.420047760009766,0.0,1.0658000707626345,0.4077468812465668,0.6143363118171692,1.023098111152649,1.5631437301635742,0.948807418346405,27.67667007446289,0.0,-6.063495635986328,0.0,1.1211391687393188,0.6002458930015564,39.55768585205078,0.1149445325136184,29.509716033935547,0.1040883064270019,23.43768310546875,0.4459971189498901,-8.210180282592773,-1.3020687103271484,0.0402876399457454,0.7462587356567383,1.1748942136764526,1.1450245380401611,7.734758377075195,0.4691387116909027,12.885967254638672,2.2029178142547607,36.8428955078125,0.1179431602358818,721.814697265625,0.0943808183073997,1185.951171875,0.0987827032804489,-25.497806549072266,-0.3503932058811188,2100.46826171875,0.0837872475385665,612.7053833007812,0.2174804359674453,-41.79707336425781,-0.0858697071671485,3034.58935546875,0.062795452773571,1087.558349609375,0.5410436391830444,-43.17406845092773,-0.06106423959136,-31.667694091796875,-0.0878288447856903,36.43027877807617,0.0707928985357284,0.0477422028779983,0.6619772911071777,-0.0519224926829338,-0.2026663124561309,1.3390519618988037,0.4917745590209961,40.00820159912109,0.1177229285240173,29.82239532470703,0.112820103764534,22.623743057250977,0.5035430788993835,-11.276877403259276,-0.8827986717224121,0.0,0.0,0.0,0.0,0.0,3.7037038803100586,4.761904716491699,0.199999988079071,0.0,0.0,0.0,-18.232271194458008
xxxxxxxx253,Drug,C,2,黄,1.743,1.8977,0.1546999999999998,0.0768000000000002,25.466720581054688,0.0087219718843698,25.271419525146484,25.424705505371094,25.64821052551269,0.3767910003662109,0.0869090557098388,0.0,0.0,0.0,1.7999893426895142,0.1919489204883575,1.4448223114013672,1.9099416732788088,2.137637138366699,0.692814826965332,18.618879318237305,0.0,-11.44053840637207,0.0,1.057552933692932,0.2543964684009552,47.11051940917969,0.0494651943445205,19.716529846191406,0.1810198575258255,4.9403910636901855,0.7386134266853333,-37.87808990478516,-0.2269604057073593,0.0207641255110502,1.1183964014053345,1.0759342908859253,1.3084893226623535,7.702975749969482,0.0743735432624816,5.427813529968262,0.118128202855587,33.67509460449219,0.0800748541951179,433.9154968261719,0.2542242705821991,1210.0699462890625,0.0296409483999013,-6.946528911590576,-0.1579173058271408,1269.751220703125,0.2442024201154709,970.7049560546876,0.2584576606750488,-14.730594635009766,-0.5194546580314636,2633.120361328125,0.0587979741394519,413.6027221679688,0.4061593413352966,-35.60487747192383,-0.0633413717150688,-26.730491638183597,-0.115265242755413,33.919395446777344,0.050105407834053,0.0320026353001594,0.380218356847763,-0.0688519477844238,-0.085801675915718,1.1209229230880735,0.4300761222839355,46.075313568115234,0.0556203611195087,19.419151306152344,0.220821127295494,4.618370056152344,0.4675914049148559,-44.541351318359375,-0.0650940090417862,0.0,0.0,0.0,0.0,0.0,7.142857074737549,12.5,0.0700000002980232,0.0,0.0,0.0,-17.169885635375977
xxxxxxxx253,Drug,C,3,蓝,2.0394,2.221,0.1815999999999999,0.1417000000000001,24.82700729370117,0.0576751977205276,23.34169006347656,24.74300575256348,26.22932243347168,2.887632369995117,0.3865217864513397,0.0,0.0,0.0,1.5660765171051023,0.3877197206020355,0.8988146781921387,1.5953010320663452,2.2319791316986084,1.3331644535064695,9.241724014282228,0.0,-11.8452787399292,0.0,0.9026614427566528,0.42109414935112,36.55638885498047,0.1345354169607162,11.481781005859377,0.7110318541526794,11.782190322875977,0.986693263053894,6.874146938323975,1.732043981552124,0.020696185529232,0.3938057422637939,0.7567907571792603,0.3243721425533294,4.850149154663086,0.367275595664978,5.603888034820557,0.6618867516517639,25.738908767700195,0.2485915273427963,406.2887878417969,0.021470159292221,972.0990600585938,0.0847627073526382,-7.419487953186035,-0.2378832995891571,1333.05029296875,0.0282544773072004,717.58740234375,0.041086595505476,-18.851940155029297,-0.4364401698112488,2400.16552734375,0.021884212270379,509.2668151855469,0.1098891943693161,-29.54703712463379,-0.2606319487094879,-13.37152099609375,-0.316377580165863,24.806507110595703,0.1887123882770538,0.0145676676183938,1.0768226385116575,-0.0198075473308563,-0.1133683919906616,1.1996371746063232,0.1753822863101959,33.32622146606445,0.0771146491169929,6.746750831604004,0.9266115427017212,4.528594493865967,1.668737769126892,0.2297556847333908,41.456764221191406,0.0,0.0,0.0,0.0,0.0,5.882352828979492,9.090909004211426,0.0999999940395355,0.0,0.0,0.0,-19.518383026123047
xxxxxxxx253,Drug,C,4,绿,2.2728,2.4724,0.1995999999999997,0.0518,28.98946762084961,0.0869227349758148,26.36498069763184,29.60857963562012,31.50564956665039,5.140668869018555,0.0,0.0,-0.6060163378715515,0.0,1.0678707361221311,0.1639211028814315,0.9357550740242004,1.1614630222320557,1.184975028038025,0.2492199540138244,5.421084403991699,0.0,-3.870513200759888,0.0,0.9081181883811952,0.4797375798225403,35.891204833984375,0.0621786378324031,16.49041175842285,0.1468017250299453,33.96354293823242,0.0936272665858268,42.01231002807617,0.1025696024298667,0.011425201781094,0.7142956256866455,0.3256386816501617,1.1511553525924685,7.888333320617676,0.3332551419734955,23.55904960632324,0.317090630531311,32.85821914672852,0.1231435164809227,378.01947021484375,0.0191513206809759,1091.58349609375,0.0324823148548603,-5.651552677154541,-0.6896706223487854,1515.1285400390625,0.0252571031451225,662.8463134765625,0.0787234306335449,-28.01203727722168,-0.0595607534050941,2491.0068359375,0.0397011265158653,929.8428344726562,0.0836554691195488,-32.765342712402344,-0.1092315167188644,-22.584266662597656,-0.047146588563919,29.41839599609375,0.045552484691143,0.0091768614947795,1.179904818534851,-0.0102622425183653,-0.4829896688461303,1.0164289474487305,0.4801873564720154,34.7376823425293,0.048819825053215,16.37666893005371,0.0839397087693214,35.5273323059082,0.0683861747384071,39.3337516784668,0.0578947737812995,0.0,0.0,0.0,0.0,0.0,5.555555820465088,8.333333969116211,0.1099999994039535,0.0,0.0,0.0,-18.688966751098636
xxxxxxxx253,Drug,C,5,绿,2.5492,2.7907,0.2415000000000002,0.0767999999999999,30.31009101867676,0.06360924243927,28.539400100708008,31.178842544555664,31.89598846435547,3.356588363647461,22.98226356506348,0.0,-50.2811279296875,0.0,1.1356202363967896,0.1999048143625259,1.1388351917266846,1.1905690431594849,1.2692036628723145,0.1303684711456298,5.722618103027344,4.390781879425049,3.3945467472076416,0.0,0.9259384274482728,0.4451447427272796,35.40052795410156,0.0743495225906372,16.20103645324707,0.2902192175388336,32.75444412231445,0.0507814846932888,43.50421524047852,0.1235481426119804,0.0147962747141718,0.6847355961799622,0.4011622965335846,1.0606834888458252,9.130291938781738,0.2262915521860122,25.551084518432617,0.2127537429332733,29.913476943969727,0.1120842322707176,406.477294921875,0.1616006195545196,1115.93212890625,0.0335044041275978,-9.213499069213867,-0.8247567415237427,1519.2637939453125,0.0278527271002531,712.484619140625,0.1123581528663635,-26.438161849975582,-0.1666792929172516,2479.950439453125,0.0236864928156137,962.6943359375,0.0595335625112056,-31.837831497192383,-0.0917257145047187,-23.5756893157959,-0.1769914329051971,31.65151596069336,0.215319275856018,0.0029082307592034,6.952207088470459,-0.0104961600154638,-0.3959541618824005,0.902496337890625,0.4505407214164734,34.887245178222656,0.0827263966202735,17.42563247680664,0.2579953670501709,33.16840362548828,0.0404855422675609,42.18661117553711,0.1335886418819427,0.0,0.0,0.0,0.0,0.0,4.347826480865479,5.882352828979492,0.1599999964237213,0.0,0.0,0.0,-18.045753479003903
xxxxxxxx253,Drug,C,6,蓝,2.8954,3.1059,0.2105000000000001,0.1046999999999998,24.52422332763672,0.0657990723848342,22.797409057617188,24.902420043945312,26.20079040527344,3.40338134765625,0.3197426199913025,0.0,0.0,0.0,1.116378903388977,0.283572107553482,0.9224113821983336,1.123764991760254,1.4194045066833496,0.4969931244850158,0.0,0.0,-0.0587935373187065,0.0,0.6272522211074829,0.2720585763454437,38.629356384277344,0.0962316244840622,19.57984161376953,0.2986109256744385,-5.170189380645752,-1.5260281562805176,0.2398983836174011,15.16915225982666,0.0479440651834011,0.6676991581916809,1.527925968170166,0.6401031613349915,5.605517864227295,0.3803536295890808,8.542627334594727,0.6426247358322144,31.34039878845215,0.0939226150512695,405.40374755859375,0.048627819865942,1157.9307861328125,0.1088939607143402,-9.298498153686523,-0.0582034960389137,1271.827880859375,0.0421176515519619,905.9835205078124,0.0850081443786621,-20.53008460998535,-0.1140859052538871,2360.529296875,0.016762351617217,634.78662109375,0.0687224268913269,-35.184959411621094,-0.1357253938913345,-16.2545108795166,-0.224031314253807,28.849384307861328,0.140830397605896,0.0079664178192615,1.637247920036316,-0.0252841114997863,-0.2709003090858459,0.6693252325057983,0.2044702619314193,36.73600387573242,0.0656865611672401,18.01582336425781,0.3465781509876251,-9.614678382873535,-0.3885670304298401,2.044023036956787,1.3191876411437988,0.0,0.0,0.0,0.0,0.0,0.0,7.142857074737549,0.1299999952316284,0.0,0.0,0.0,-23.248859405517575
xxxxxxxx253,Drug,C,7,黄,3.1678,3.4102,0.2423999999999999,0.0619,23.58074760437012,0.0602635629475116,22.64263153076172,23.03670692443848,24.869407653808597,2.226776123046875,0.2932821214199066,0.0,0.0,0.0,0.9109554886817932,0.377176970243454,0.570685625076294,0.9939913749694824,1.2398775815963743,0.6691919565200806,16.60064697265625,0.0,-6.492838382720947,0.0,0.6534659266471863,0.5530692338943481,45.33842086791992,0.148026704788208,25.995023727416992,0.1163697093725204,10.95368766784668,0.7563636302947998,-20.653743743896484,-0.5581144094467163,0.0237292535603046,0.9132267832756042,1.0878220796585083,1.3114159107208252,4.698617935180664,0.7048165798187256,6.715286731719971,0.5758543014526367,37.449798583984375,0.0701790079474449,450.2623596191406,0.3172118067741394,1418.867431640625,0.0879168137907981,-8.879929542541504,-0.2570201754570007,1305.900634765625,0.2575291395187378,924.5829467773438,0.1777090281248092,-28.37749671936035,-0.2876725196838379,2586.373291015625,0.1109786331653595,728.0640258789062,0.2573238313198089,-41.639930725097656,-0.0448285453021526,-29.932109832763672,-0.1411527097225189,34.12003707885742,0.1434103548526764,0.0041582104749977,2.138808488845825,-0.0674653872847557,-0.174686387181282,0.7318848371505737,0.5245606303215027,45.10968780517578,0.1724919229745865,25.65671730041504,0.1284841895103454,6.548013687133789,0.6366535425186157,-24.784841537475582,-0.4234309792518616,0.0,0.0,0.0,0.0,0.0,4.347826480865479,5.882352828979492,0.1599999964237213,0.0,0.0,0.0,-22.507373809814453
xxxxxxxx253,Drug,C,8,红,3.4871,3.7445,0.2574000000000001,0.0768999999999997,24.326454162597656,0.0491317212581634,23.34809684753418,23.79575729370117,25.42364883422852,2.075551986694336,26.228395462036133,2.7395896911621094,38.051605224609375,0.0,0.633299708366394,0.3314517140388489,0.4301890134811401,0.6871709823608398,0.8381674289703369,0.4079784154891968,2.3848390579223637,5.087104797363281,4.040262699127197,0.0,0.5215169787406921,0.5406261682510376,39.26747131347656,0.1872164905071258,30.89706420898437,0.1866010129451751,22.382110595703125,0.8184922933578491,-0.3822019398212433,-43.23479843139648,0.0484864860773086,0.9868462085723876,1.592203974723816,0.9367969036102296,5.547082424163818,0.6172646284103394,1.5991915464401243,2.2241926193237305,38.15541076660156,0.2111934125423431,673.4141235351562,0.1815214902162552,1249.090576171875,0.1422200500965118,-25.667787551879883,-0.3780898749828338,1826.571533203125,0.19098961353302,735.7108764648438,0.5103554129600525,-38.30898284912109,-0.0687459558248519,3110.659423828125,0.1190203204751014,453.0289001464844,0.5598246455192566,-44.56364440917969,-0.1464304327964782,-30.591312408447266,-0.1697233915328979,33.43621826171875,0.1684920489788055,0.0113109732046723,1.1471422910690308,-0.0498439110815525,-0.2798589766025543,0.5448471307754517,0.566838800907135,38.59888458251953,0.2159687578678131,31.039907455444336,0.2129736989736557,18.628646850585938,1.058685541152954,-6.752989292144775,-2.1010935306549072,0.0,0.0,0.0,0.0,0.0,4.1666669845581055,5.555555820465088,0.1700000017881393,0.0,0.0,0.0,-23.23758888244629
xxxxxxxx253,Drug,C,9,黄,4.4748,4.7063,0.2314999999999996,0.7303000000000002,25.43711853027344,0.0658502355217933,24.07499885559082,25.39193344116211,27.31007957458496,3.2350807189941406,41.45675277709961,0.0,-6.902503967285156,0.0,1.3846064805984497,0.3493864238262176,0.9072449207305908,1.3874192237854004,1.9140491485595703,1.0068042278289795,24.89938735961914,0.0,-9.526423454284668,0.0,1.3377885818481443,0.3346807360649109,44.84971237182617,0.1145240738987922,24.21144676208496,0.1858617514371872,9.767966270446776,0.5478750467300415,-29.257423400878903,-0.4710315465927124,0.0204024240374565,0.7926136255264282,0.7386586666107178,0.4044366180896759,5.1879987716674805,0.528445303440094,2.8638596534729004,2.202547788619995,33.28155517578125,0.139068141579628,502.6189270019531,0.484445571899414,1367.884521484375,0.125811830163002,-5.612730026245117,-0.4688659012317657,1502.2318115234375,0.4062997698783874,876.6094360351562,0.1721581518650055,-25.70461082458496,-0.3152413070201874,2685.59619140625,0.1308806538581848,643.9742431640625,0.2711984515190124,-37.27270126342773,-0.1399259567260742,-28.70696449279785,-0.0919729247689247,33.134674072265625,0.142699509859085,0.0379708223044872,0.2810657620429992,-0.0688165500760078,-0.0717779919505119,1.5549588203430176,0.2910161018371582,44.675567626953125,0.1051660105586052,23.83903694152832,0.2165651470422744,7.993321418762207,0.6239151954650879,-35.670467376708984,-0.2862858772277832,0.0,0.0,0.0,0.0,0.0,4.545454502105713,6.25,0.1499999910593032,0.0,0.0,0.0,-18.75558090209961
xxxxxxxx253,Drug,C,10,红,4.7672,5.0206,0.2534,0.0609000000000001,24.444698333740234,0.0398695766925811,23.612098693847656,24.113052368164062,25.232540130615234,1.620441436767578,26.37311744689941,0.0,14.915772438049316,0.0,0.6122577786445618,0.4580022990703583,0.2777750790119171,0.6434212327003479,0.918665647506714,0.6408905982971191,5.594869136810303,4.944361686706543,4.667938232421875,0.0,0.4911556541919708,0.5849918723106384,41.07919692993164,0.0404874645173549,33.8192138671875,0.0653669759631156,27.76875114440918,0.3022703528404236,4.221327781677246,3.3144454956054688,0.0108250882476568,0.4363228976726532,1.175392985343933,1.2955251932144165,7.419979095458984,0.1136754229664802,2.0458364486694336,0.8676596283912659,40.081520080566406,0.086356908082962,587.7216186523438,0.2145978808403015,1483.468994140625,0.2041133344173431,-27.98612403869629,-0.3268254101276397,1629.87646484375,0.2742787599563598,963.5758666992188,0.5739502310752869,-41.75154876708984,-0.1563694030046463,2920.48486328125,0.1490429043769836,431.5917053222656,0.3976712524890899,-49.81974792480469,-0.1207809075713157,-35.11159896850586,-0.061447262763977,40.5633430480957,0.0784310400485992,-0.000100787874544,-256.35113525390625,-0.0436916202306747,-0.3262265026569366,0.5803093314170837,0.6812756061553955,41.89657974243164,0.0186135098338127,34.200687408447266,0.0675270035862922,26.82218742370605,0.3471958041191101,-1.3127591609954834,-8.944958686828613,0.0,0.0,0.0,0.0,0.0,4.1666669845581055,5.555555820465088,0.1700000017881393,0.0,0.0,0.0,-23.14571952819824
