Feature,English_Description,Utterance_Interaction_Coef,Utterance_P_Raw,Utterance_P_FDR,Utterance_Significant_FDR,Utterance_Status,Trial_Interaction_Coef,Trial_P_Raw,Trial_P_FDR,Trial_Significant_FDR,Trial_Status,More_Sensitive_Model
loudness_sma3_amean,Loudness-mean [intensity],-0.01752891232581391,0.8514551508203728,0.9549025851379004,False,ok,-0.017188687661814105,0.5477068480603378,0.70419451893472,False,ok,Trial-by-Trial
F2amplitudeLogRelF0_sma3nz_stddevNorm,F2-coefficient of variation [tongue position],-0.0181897142277379,0.5754659526672266,0.8702904188885696,False,ok,-0.018214254255884306,0.6359256052022301,0.8061028798338128,False,ok,Trial-by-Trial
mfcc2_sma3_stddevNorm,MFCC coefficient 2-coefficient of variation [vocal tract feature],0.014265540277003701,0.6585490538424499,0.9106581928167804,False,ok,0.014611641841965796,0.6656486583463065,0.8280805379296406,False,ok,Trial-by-Trial
equivalentSoundLevel_dBp,equivalentSoundLevel_dBp,-0.01166279169777018,0.9081473113082572,0.9707985243546648,False,ok,-0.011479569634324456,0.6716653252095974,0.8280805379296406,False,ok,Trial-by-Trial
F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0 semitone-falling slope [pitch],0.014208050454637498,0.7122471626119982,0.9106581928167804,False,ok,0.013732091965394386,0.7257360028634576,0.8594242139172524,False,ok,Trial-by-Trial
loudness_sma3_meanFallingSlope,Loudness-falling slope [intensity],-0.013910177197995262,0.7551154033092746,0.9106581928167804,False,ok,-0.01362156578160633,0.7170403460332504,0.8594242139172524,False,ok,Trial-by-Trial
slopeV0-500_sma3nz_stddevNorm,slopeV0-500-coefficient of variation,0.011640162098091955,0.7279182271369591,0.9106581928167804,False,ok,0.011759486794244196,0.7226054944327246,0.8594242139172524,False,ok,Trial-by-Trial
F2bandwidth_sma3nz_amean,F2-mean [tongue position],0.011182814595905276,0.7526018563811956,0.9106581928167804,False,ok,0.011065995558025333,0.7411360214229956,0.8634774038356814,False,ok,Trial-by-Trial
loudnessPeaksPerSec,loudnessPeaksPerSec,-0.01240790048381249,0.7793798944418017,0.9106581928167804,False,ok,-0.011445144697614321,0.7559857511448497,0.8634774038356814,False,ok,Trial-by-Trial
F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0 semitone-80th percentile [pitch],0.0066836439071033815,0.9452122483963527,0.9778057742031234,False,ok,0.0068669834073308775,0.7579412767002092,0.8634774038356814,False,ok,Trial-by-Trial
MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,0.015175362136977566,0.7916718022996725,0.9106581928167804,False,ok,0.01459386860861628,0.775417870820694,0.8723451046732809,False,ok,Trial-by-Trial
F1amplitudeLogRelF0_sma3nz_stddevNorm,F1-coefficient of variation [mouth opening],0.009018911680308028,0.778432917944802,0.9106581928167804,False,ok,0.00919980835477715,0.8019164691986156,0.8801522222911635,False,ok,Trial-by-Trial
loudness_sma3_stddevRisingSlope,Loudness-standard deviation [intensity],-0.008943117648079299,0.8594123266241104,0.9549025851379004,False,ok,-0.008539708012188112,0.7966084018949228,0.8801522222911635,False,ok,Trial-by-Trial
F2frequency_sma3nz_stddevNorm,F2-coefficient of variation [tongue position],-0.008289987487493301,0.7993555248058406,0.9106581928167804,False,ok,-0.007464963352790221,0.8245616914548071,0.8834589551301504,False,ok,Trial-by-Trial
F1bandwidth_sma3nz_amean,F1-mean [mouth opening],0.006791336963964913,0.8876187993545901,0.9704995839941372,False,ok,0.007449049642290628,0.8202330967841311,0.8834589551301504,False,ok,Trial-by-Trial
logRelF0-H1-A3_sma3nz_stddevNorm,logRelF0-H1-A3-coefficient of variation,-0.004193690036516484,0.8950162830168155,0.9704995839941372,False,ok,-0.004509272799050134,0.8972701995700699,0.95005079954478,False,ok,Trial-by-Trial
mfcc4V_sma3nz_stddevNorm,MFCC coefficient 4-coefficient of variation [vocal tract feature],-0.0033952276028289268,0.9168652730016279,0.9707985243546648,False,ok,-0.0034773502217890703,0.9294606976529637,0.967954283325707,False,ok,Trial-by-Trial
F2bandwidth_sma3nz_stddevNorm,F2-coefficient of variation [tongue position],-0.0029912282322901718,0.9421354410560654,0.9778057742031234,False,ok,-0.0018167245773881816,0.953864667543104,0.967954283325707,False,ok,Trial-by-Trial
mfcc3V_sma3nz_stddevNorm,MFCC coefficient 3-coefficient of variation [vocal tract feature],-0.0017816745614048055,0.9562613589006874,0.9779945716029758,False,ok,-0.0018846205207994958,0.9571992357331992,0.967954283325707,False,ok,Trial-by-Trial
mfcc2V_sma3nz_amean,MFCC coefficient 2-mean [vocal tract feature],-0.0017219516895490804,0.9782451780906931,0.9782451780906931,False,ok,-0.0015667520876121517,0.9549708139389156,0.967954283325707,False,ok,Trial-by-Trial
logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2-mean,0.0018811929980337982,0.9715145519519257,0.9782451780906931,False,ok,0.000837674406244837,0.9782674968506789,0.9782674968506789,False,ok,Utterance-level
