Subject_ID,Task,Valid_Item_Count,Correct_Item_Count,Overall_Accuracy,Card_Completion_Time,Completion_Time_Was_Missing,Card_Completion_Time_Imputed,Accuracy_Z,Completion_Time_Z
xxxxxxxx130,CW,12,11,0.9166666666666666,13.7598,False,13.7598,-0.052438922790462875,-0.018349616543314795
xxxxxxxx130,W,12,12,1.0,7.497,False,7.497,0.23849196668686676,-0.08002096900728475
xxxxxxxx131,CW,12,12,1.0,15.0928,False,15.0928,0.43493459490912884,0.21511819905068727
xxxxxxxx131,W,12,12,1.0,7.6387,False,7.6387,0.23849196668686676,-0.010229908259397513
xxxxxxxx132,CW,12,12,1.0,14.125,False,14.125,0.43493459490912884,0.04561320885423171
xxxxxxxx132,W,12,12,1.0,12.0367,False,12.0367,0.23849196668686676,2.1559033674583703
xxxxxxxx133,CW,12,12,1.0,13.2579,False,13.2579,0.43493459490912884,-0.10625471530297709
xxxxxxxx133,W,12,12,1.0,7.3234,False,7.3234,0.23849196668686676,-0.165523637644075
xxxxxxxx134,CW,12,12,1.0,20.3957,False,20.3957,0.43493459490912884,1.1438927521740434
xxxxxxxx134,W,12,12,1.0,10.0452,False,10.0452,0.23849196668686676,1.175036059911318
xxxxxxxx135,CW,12,11,0.9166666666666666,20.2251,False,20.2251,-0.052438922790462875,1.1140130752495596
xxxxxxxx135,W,12,12,1.0,7.9909,False,7.9909,0.23849196668686676,0.1632380634795287
xxxxxxxx136,CW,12,8,0.6666666666666666,39.1301,False,39.1301,-1.5145594758892373,4.425122642994952
xxxxxxxx136,W,12,12,1.0,8.5387,False,8.5387,0.23849196668686676,0.4330442955027653
xxxxxxxx137,CW,12,11,0.9166666666666666,21.602,False,21.602,-0.052438922790462875,1.3551697408845043
xxxxxxxx137,W,12,12,1.0,7.6347,False,7.6347,0.23849196668686676,-0.012200015831674012
xxxxxxxx138,CW,12,12,1.0,20.0734,False,20.0734,0.43493459490912884,1.0874436321695817
xxxxxxxx138,W,12,12,1.0,12.6284,False,12.6284,0.23849196668686676,2.4473315300873386
xxxxxxxx139,CW,12,12,1.0,23.3131,False,23.3131,0.43493459490912884,1.654859747833414
xxxxxxxx139,W,12,12,1.0,9.0256,False,9.0256,0.23849196668686676,0.6728556397380954
xxxxxxxx140,CW,12,12,1.0,26.005,False,26.005,0.43493459490912884,2.1263316254009266
xxxxxxxx140,W,12,12,1.0,11.3812,False,11.3812,0.23849196668686676,1.8330519890515953
xxxxxxxx141,CW,12,8,0.6666666666666666,19.1086,False,19.1086,-1.5145594758892373,0.9184640759166987
xxxxxxxx141,W,12,12,1.0,10.8634,False,10.8634,0.23849196668686676,1.5780215638204313
xxxxxxxx142,CW,12,12,1.0,16.3788,False,16.3788,0.43493459490912884,0.44035421619538806
xxxxxxxx142,W,12,10,0.8333333333333334,7.3514,False,7.3514,-1.2108053693333174,-0.15173288463814125
xxxxxxxx143,CW,12,12,1.0,21.61,False,21.61,0.43493459490912884,1.3565708980673639
xxxxxxxx143,W,12,12,1.0,9.704,False,9.704,0.23849196668686676,1.006985883996152
xxxxxxxx144,CW,12,10,0.8333333333333334,27.9575,False,27.9575,-0.539812440490054,2.4683015503426287
xxxxxxxx144,W,12,12,1.0,10.2757,False,10.2757,0.23849196668686676,1.2885635087637393
xxxxxxxx145,CW,9,1,0.08333333333333333,,True,12.0607,-4.926174099786377,-0.315937887717935
xxxxxxxx145,W,12,12,1.0,9.1712,False,9.1712,0.23849196668686676,0.7445675553689519
xxxxxxxx146,CW,12,12,1.0,23.7072,False,23.7072,0.43493459490912884,1.7238842535540415
xxxxxxxx146,W,12,12,1.0,11.6935,False,11.6935,0.23849196668686676,1.9868681377570658
xxxxxxxx147,CW,12,10,0.8333333333333334,26.2394,False,26.2394,-0.539812440490054,2.1673855308587164
xxxxxxxx147,W,12,12,1.0,8.376,False,8.376,0.23849196668686676,0.3529101700004272
xxxxxxxx148,CW,12,10,0.8333333333333334,22.8671,False,22.8671,-0.539812440490054,1.5767452348889845
xxxxxxxx148,W,12,12,1.0,11.1916,False,11.1916,0.23849196668686676,1.7396688901256994
xxxxxxxx149,CW,12,12,1.0,16.321,False,16.321,0.43493459490912884,0.4302308555492271
xxxxxxxx149,W,12,12,1.0,12.1475,False,12.1475,0.23849196668686676,2.2104753472104237
xxxxxxxx150,CW,12,12,1.0,13.665,False,13.665,0.43493459490912884,-0.03495332916020275
xxxxxxxx150,W,12,12,1.0,11.2026,False,11.2026,0.23849196668686676,1.7450866859494596
xxxxxxxx151,CW,12,12,1.0,14.3594,False,14.3594,0.43493459490912884,0.08666711431202186
xxxxxxxx151,W,12,12,1.0,5.4557,False,5.4557,0.23849196668686676,-1.0854161158291762
xxxxxxxx152,CW,12,12,1.0,17.7058,False,17.7058,0.43493459490912884,0.6727711639022456
xxxxxxxx152,W,12,12,1.0,7.2316,False,7.2316,0.23849196668686676,-0.21073760642781564
xxxxxxxx153,CW,12,12,1.0,15.9588,False,15.9588,0.43493459490912884,0.3667934640952527
xxxxxxxx153,W,12,12,1.0,7.6307,False,7.6307,0.23849196668686676,-0.014170123403950073
xxxxxxxx154,CW,12,12,1.0,14.9162,False,14.9162,0.43493459490912884,0.18418765423905872
xxxxxxxx154,W,12,12,1.0,4.9907,False,4.9907,0.23849196668686676,-1.3144411211062936
xxxxxxxx155,CW,12,12,1.0,16.6373,False,16.6373,0.43493459490912884,0.48562910766654327
xxxxxxxx155,W,12,12,1.0,12.789,False,12.789,0.23849196668686676,2.5264313491142314
xxxxxxxx156,CW,12,12,1.0,15.7912,False,15.7912,0.43493459490912884,0.3374392211143414
xxxxxxxx156,W,12,12,1.0,9.1543,False,9.1543,0.23849196668686676,0.7362438508760839
xxxxxxxx157,CW,12,12,1.0,20.9495,False,20.9495,0.43493459490912884,1.2408878581575078
xxxxxxxx157,W,12,12,1.0,9.7878,False,9.7878,0.23849196668686676,1.0482596376353401
xxxxxxxx158,CW,12,12,1.0,25.8004,False,25.8004,0.43493459490912884,2.090497030449289
xxxxxxxx158,W,12,12,1.0,9.9016,False,9.9016,0.23849196668686676,1.1043091980666
