Pair,Task_1,Task_2,Behavior_Metric,Speech_Feature,N,Spearman_rho,p_raw,Status,p_fdr_bh,Significant_FDR,Significant_Raw
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,slopeV500-1500_sma3nz_stddevNorm,158,-0.032552740081750096,0.6847130614111332,ok,0.7920779067958706,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,slopeUV0-500_sma3nz_amean,158,-0.031689378994763796,0.6926467738129707,ok,0.7920779067958706,False,False
STT_minus_Hanzi,STT,Hanzi,Total_Hesitation_Duration,loudness_sma3_meanRisingSlope,158,-0.03163111785188915,0.6931833712418122,ok,0.7920779067958706,False,False
STT_minus_Hanzi,STT,Hanzi,Total_Hesitation_Duration,mfcc2_sma3_stddevNorm,158,0.030983070133671253,0.6991622527907804,ok,0.7920779067958706,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,loudness_sma3_amean,158,0.030928256486993582,0.6996688176696857,ok,0.7920779067958706,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,equivalentSoundLevel_dBp,158,0.02817810131892934,0.7252503032078208,ok,0.8159065911087985,False,False
STT_minus_Hanzi,STT,Hanzi,Total_Hesitation_Duration,loudness_sma3_stddevRisingSlope,158,-0.02362635941700045,0.7682522779026311,ok,0.8589155902016993,False,False
STT_minus_Hanzi,STT,Hanzi,Total_Hesitation_Duration,F3frequency_sma3nz_amean,158,0.016187501806471046,0.8400173256947712,ok,0.9333525841053013,False,False
STT_minus_Hanzi,STT,Hanzi,Total_Hesitation_Duration,logRelF0-H1-H2_sma3nz_amean,158,0.015496859402548682,0.8467573975278471,ok,0.9350695187424078,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,mfcc3_sma3_stddevNorm,158,0.014563017637699507,0.8558884798145073,ok,0.9383062778280868,False,False
STT_minus_Hanzi,STT,Hanzi,Total_Hesitation_Duration,F1frequency_sma3nz_amean,158,-0.013604438366250403,0.8652813488662412,ok,0.9383062778280868,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,F1frequency_sma3nz_amean,158,-0.013599794423867415,0.8653269006636801,ok,0.9383062778280868,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,MeanVoicedSegmentLengthSec,158,0.01306851261086676,0.8705410599657422,ok,0.9383077293043927,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,slopeV0-500_sma3nz_stddevNorm,158,0.010419628892485263,0.896616855442433,ok,0.9575738717844582,False,False
STT_minus_Hanzi,STT,Hanzi,Total_Hesitation_Duration,F1amplitudeLogRelF0_sma3nz_stddevNorm,158,0.010172523689490825,0.8990554685087413,ok,0.9575738717844582,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,spectralFlux_sma3_amean,158,-0.009330269305413254,0.9073744028458951,ok,0.9607493677191831,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,VoicedSegmentsPerSec,158,0.006283884775952229,0.9375410603165679,ok,0.9863956051816295,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,logRelF0-H1-H2_sma3nz_amean,158,-0.00491549624201616,0.9511230067619827,ok,0.9863956051816295,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,F1bandwidth_sma3nz_stddevNorm,158,-0.0041529445310657526,0.9586980749412181,ok,0.9863956051816295,False,False
STT_minus_Hanzi,STT,Hanzi,Total_Hesitation_Duration,mfcc2V_sma3nz_stddevNorm,158,0.0033208642461729433,0.9669680215049188,ok,0.9863956051816295,False,False
STT_minus_Hanzi,STT,Hanzi,Total_Hesitation_Duration,loudness_sma3_meanFallingSlope,158,0.0026606466177537696,0.9735323932643445,ok,0.9863956051816295,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,loudness_sma3_percentile80.0,158,-0.0023583679481523874,0.97653849054588,ok,0.9863956051816295,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,logRelF0-H1-H2_sma3nz_stddevNorm,158,-0.0020296489148604827,0.9798079048469576,ok,0.9863956051816295,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,mfcc3V_sma3nz_stddevNorm,158,0.0019207129561532818,0.9808914503243522,ok,0.9863956051816295,False,False
STT_minus_Hanzi,STT,Hanzi,Total_Hesitation_Duration,hammarbergIndexV_sma3nz_amean,158,0.0019182820954759877,0.9809156295972872,ok,0.9863956051816295,False,False
STT_minus_Hanzi,STT,Hanzi,Overall_Accuracy,mfcc2_sma3_stddevNorm,158,-0.000923088913255756,0.9908158193519503,ok,0.9908158193519503,False,False
