Feature,English_Description,Model,N,Interaction_Coef,Interaction_PValue_Raw,Age_Main_PValue,Task_Main_PValue,Status,FDR_PValue,Significant_FDR,Significant_Raw
hammarbergIndexV_sma3nz_amean,hammarbergIndexV-mean,Utterance-level,316,-0.02216102114624518,0.7163970787465408,0.31813069594420623,0.0008912672686988683,ok,0.9106581928167804,False,False
loudness_sma3_meanRisingSlope,Loudness-rising slope [intensity],Utterance-level,316,0.023080838592527353,0.7276257103714636,0.22476561834653092,0.4834351394344568,ok,0.9106581928167804,False,False
slopeV0-500_sma3nz_stddevNorm,slopeV0-500-coefficient of variation,Utterance-level,316,0.011640162098091955,0.7279182271369591,0.38150458726199066,0.9825888166308752,ok,0.9106581928167804,False,False
loudness_sma3_percentile50.0,Loudness-median [intensity],Utterance-level,316,-0.03146021406275781,0.7283884615497815,0.006607124093952508,0.020383488688579088,ok,0.9106581928167804,False,False
F1frequency_sma3nz_amean,F1-mean [mouth opening],Utterance-level,316,-0.024304633116469878,0.7286171534475927,0.26630313233916414,0.24555947181307913,ok,0.9106581928167804,False,False
F2bandwidth_sma3nz_amean,F2-mean [tongue position],Utterance-level,316,0.011182814595905276,0.7526018563811956,0.26456005280974376,0.8203208092858887,ok,0.9106581928167804,False,False
loudness_sma3_meanFallingSlope,Loudness-falling slope [intensity],Utterance-level,316,-0.013910177197995262,0.7551154033092746,0.5293484430041782,0.6418356413191227,ok,0.9106581928167804,False,False
F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0 semitone-median [pitch],Utterance-level,316,-0.028840664228748494,0.7698853712085965,0.11052819730315862,0.5709328654086904,ok,0.9106581928167804,False,False
F3frequency_sma3nz_amean,F3-mean [timbre],Utterance-level,316,-0.017866084507603186,0.7777912752099428,0.48221396410306283,0.09536059041376557,ok,0.9106581928167804,False,False
F1amplitudeLogRelF0_sma3nz_stddevNorm,F1-coefficient of variation [mouth opening],Utterance-level,316,0.009018911680308028,0.778432917944802,0.9316960109131667,0.0778368851582126,ok,0.9106581928167804,False,False
loudnessPeaksPerSec,loudnessPeaksPerSec,Utterance-level,316,-0.01240790048381249,0.7793798944418017,1.535905730487836e-05,3.103149601100508e-22,ok,0.9106581928167804,False,False
MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,Utterance-level,316,0.015175362136977566,0.7916718022996725,2.2050996236188276e-09,3.4871838977282015e-23,ok,0.9106581928167804,False,False
F2frequency_sma3nz_stddevNorm,F2-coefficient of variation [tongue position],Utterance-level,316,-0.008289987487493301,0.7993555248058406,0.4190762257052335,0.00024738651168254637,ok,0.9106581928167804,False,False
loudness_sma3_amean,Loudness-mean [intensity],Utterance-level,316,-0.01752891232581391,0.8514551508203728,0.005973533748155453,0.02967016019453764,ok,0.9549025851379004,False,False
loudness_sma3_stddevRisingSlope,Loudness-standard deviation [intensity],Utterance-level,316,-0.008943117648079299,0.8594123266241104,0.02850938929712709,0.00024781499892625477,ok,0.9549025851379004,False,False
F1bandwidth_sma3nz_amean,F1-mean [mouth opening],Utterance-level,316,0.006791336963964913,0.8876187993545901,0.846880882637103,0.6965434752229738,ok,0.9704995839941372,False,False
logRelF0-H1-A3_sma3nz_stddevNorm,logRelF0-H1-A3-coefficient of variation,Utterance-level,316,-0.004193690036516484,0.8950162830168155,0.0014444110363683693,0.10698781055269546,ok,0.9704995839941372,False,False
equivalentSoundLevel_dBp,equivalentSoundLevel_dBp,Utterance-level,316,-0.01166279169777018,0.9081473113082572,0.019253557387348283,0.013792680878041785,ok,0.9707985243546648,False,False
mfcc4V_sma3nz_stddevNorm,MFCC coefficient 4-coefficient of variation [vocal tract feature],Utterance-level,316,-0.0033952276028289268,0.9168652730016279,0.999770374028037,0.31085641571322664,ok,0.9707985243546648,False,False
F2bandwidth_sma3nz_stddevNorm,F2-coefficient of variation [tongue position],Utterance-level,316,-0.0029912282322901718,0.9421354410560654,7.854276149012668e-06,0.00011433021618862691,ok,0.9778057742031234,False,False
F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0 semitone-80th percentile [pitch],Utterance-level,316,0.0066836439071033815,0.9452122483963527,0.018516295739495946,0.12769272272335963,ok,0.9778057742031234,False,False
mfcc3V_sma3nz_stddevNorm,MFCC coefficient 3-coefficient of variation [vocal tract feature],Utterance-level,316,-0.0017816745614048055,0.9562613589006874,0.8845951358444512,0.7219022564591928,ok,0.9779945716029758,False,False
logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2-mean,Utterance-level,316,0.0018811929980337982,0.9715145519519257,0.05035224129811285,0.5872325587541455,ok,0.9782451780906931,False,False
mfcc2V_sma3nz_amean,MFCC coefficient 2-mean [vocal tract feature],Utterance-level,316,-0.0017219516895490804,0.9782451780906931,0.6332642389933605,0.0017818313683094246,ok,0.9782451780906931,False,False
