Feature,English_Description,Model,N,Interaction_Coef,Interaction_PValue_Raw,Age_Main_PValue,Task_Main_PValue,Status,FDR_PValue,Significant_FDR,Significant_Raw
Gap_Before,Hesitation duration (response latency),Trial-by-Trial,3784,0.4061533939331335,2.1346010598794213e-20,0.0011333551191240855,2.2497414858653565e-50,ok,1.9211409538914793e-18,True,True
loudness_sma3_stddevNorm,Loudness-coefficient of variation [intensity],Trial-by-Trial,3784,0.31063608650342434,1.8763025327174413e-13,0.026319630200303437,3.410344919558062e-39,ok,8.443361397228485e-12,True,True
spectralFlux_sma3_stddevNorm,Spectral flux-coefficient of variation [timbre change],Trial-by-Trial,3784,0.26492322203393415,2.419742067670796e-10,0.32139547220619247,1.0669776246750879e-11,ok,5.937752061908591e-09,True,True
F3amplitudeLogRelF0_sma3nz_stddevNorm,F3-coefficient of variation [timbre],Trial-by-Trial,3784,-0.21945708218229107,2.6390009164038185e-10,0.013885133620115732,6.558085939748445e-27,ok,5.937752061908591e-09,True,True
HNRdBACF_sma3nz_amean,Harmonics-to-noise ratio-mean [voice clarity],Trial-by-Trial,3784,-0.17452382229819519,3.103466748987388e-09,0.5036125477591424,0.0012272636287207837,ok,5.5862401481772984e-08,True,True
loudness_sma3_percentile20.0,Loudness-20th percentile [intensity],Trial-by-Trial,3784,-0.20394650594906572,3.74930000284857e-09,0.0628398577478463,0.02479931216190747,ok,5.623950004272855e-08,True,True
loudness_sma3_pctlrange0-2,Loudness-percentile range [intensity],Trial-by-Trial,3784,0.174462099328114,2.684951287216538e-07,0.00025333077608810395,1.0649129215917547e-31,ok,3.4520802264212634e-06,True,True
shimmerLocaldB_sma3nz_amean,Shimmer-mean [hoarseness],Trial-by-Trial,3784,0.1700493556235504,1.6921031749041894e-06,0.0343386926633159,0.39164481333616075,ok,1.8977295646691717e-05,True,True
mfcc1_sma3_stddevNorm,MFCC coefficient 1-coefficient of variation [vocal tract feature],Trial-by-Trial,3784,0.17859212813361527,1.8977295646691716e-06,0.014122088814783395,5.45103864661136e-13,ok,1.8977295646691717e-05,True,True
mfcc1_sma3_amean,MFCC coefficient 1-mean [vocal tract feature],Trial-by-Trial,3784,-0.1282179995307777,4.056538242686823e-06,0.15966797086388373,3.7016890325421905e-13,ok,3.650884418418141e-05,True,True
mfcc1V_sma3nz_stddevNorm,MFCC coefficient 1-coefficient of variation [vocal tract feature],Trial-by-Trial,3784,0.16704349788594505,5.750608837115179e-06,0.0037875334014581233,1.3513977646326992e-14,ok,4.7050435940033284e-05,True,True
F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0 semitone-coefficient of variation [pitch],Trial-by-Trial,3784,0.17392728518322162,8.265598003430714e-06,6.755408103732768e-08,5.132440296477276e-23,ok,6.199198502573036e-05,True,True
hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV-mean,Trial-by-Trial,3784,0.17609682987670766,1.0973569362423077e-05,0.7774445289599397,2.25442281797224e-08,ok,7.597086481677515e-05,True,True
hammarbergIndexV_sma3nz_stddevNorm,hammarbergIndexV-coefficient of variation,Trial-by-Trial,3784,0.11954143619750332,8.359230519975179e-05,0.00019489834527457032,5.93235353433137e-17,ok,0.0005373791048555473,True,True
spectralFluxUV_sma3nz_amean,Spectral flux-mean [timbre change],Trial-by-Trial,3784,0.16003873042577435,9.95393298779276e-05,0.4729574207820809,1.8171592991565454e-05,ok,0.0005972359792675656,True,True
spectralFluxV_sma3nz_stddevNorm,Spectral flux-coefficient of variation [timbre change],Trial-by-Trial,3784,0.13811494732959248,0.0002170027488985713,0.06411587385460672,7.974861142396792e-11,ok,0.0012206404625544635,True,True
F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0 semitone-percentile range [pitch],Trial-by-Trial,3784,0.13620311626076803,0.00026045476770097297,5.857424509927462e-15,5.142031346895393e-21,ok,0.0013788781819463274,True,True
F1amplitudeLogRelF0_sma3nz_amean,F1-mean [mouth opening],Trial-by-Trial,3784,-0.14180861588184346,0.0003144620432477333,0.0027484171036658376,0.026269200660137687,ok,0.0015723102162386665,True,True
jitterLocal_sma3nz_amean,Jitter-mean [roughness],Trial-by-Trial,3784,0.12061657175394912,0.0009786409033536762,0.000340475577529195,2.1700881948178685e-05,ok,0.004605073193715899,True,True
slopeUV500-1500_sma3nz_amean,slopeUV500-1500-mean,Trial-by-Trial,3784,-0.13386654755169838,0.001023349598603533,0.6549407516474319,2.024922250221664e-06,ok,0.004605073193715899,True,True
alphaRatioUV_sma3nz_amean,Alpha ratio-mean [energy distribution],Trial-by-Trial,3784,-0.1303714821894273,0.0013437625280875558,0.8663220807989557,1.45684572601494e-07,ok,0.005758982263232381,True,True
mfcc1V_sma3nz_amean,MFCC coefficient 1-mean [vocal tract feature],Trial-by-Trial,3784,-0.09057425815148631,0.0014182612646063254,0.10059144029309819,1.1351706184992727e-06,ok,0.005801977900662241,True,True
F3amplitudeLogRelF0_sma3nz_amean,F3-mean [timbre],Trial-by-Trial,3784,-0.11153555358535976,0.0015868498600780958,0.0019365196290977878,0.8857409715901645,ok,0.006209412495957766,True,True
F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0 semitone-standard deviation [pitch],Trial-by-Trial,3784,0.11488768215454344,0.0024406275089818826,0.13717250960734823,0.00017284868437080332,ok,0.009152353158682059,True,True
StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,Trial-by-Trial,3784,0.12754665862309847,0.0026823651380142835,0.7490211227996715,1.6300354935136367e-06,ok,0.00965651449685142,True,True
F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0 semitone-20th percentile [pitch],Trial-by-Trial,3784,-0.07842174111974616,0.004059846024536974,0.737983394785372,0.005140992707897502,ok,0.013595811368305481,True,True
slopeUV0-500_sma3nz_amean,slopeUV0-500-mean,Trial-by-Trial,3784,0.09407674995531828,0.004078743410491644,0.10411864189147517,0.6413799698514571,ok,0.013595811368305481,True,True
MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,Trial-by-Trial,3784,0.11856031163976406,0.009617504646551613,0.9297420930042196,0.00018117289655827796,ok,0.030244858197929478,True,True
F2amplitudeLogRelF0_sma3nz_amean,F2-mean [tongue position],Trial-by-Trial,3784,-0.08445950664359414,0.009833587849040098,0.1197046009551246,0.2247524421513507,ok,0.030244858197929478,True,True
slopeV0-500_sma3nz_amean,slopeV0-500-mean,Trial-by-Trial,3784,-0.07353875521200058,0.010085277085167202,5.545682128175392e-06,2.7657454491189133e-07,ok,0.030244858197929478,True,True
spectralFluxV_sma3nz_amean,Spectral flux-mean [timbre change],Trial-by-Trial,3784,0.08095615140163609,0.01041767337928682,0.0011134305137951246,7.349850704870867e-09,ok,0.030244858197929478,True,True
F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F0 semitone-standard deviation [pitch],Trial-by-Trial,3784,0.09576948062787555,0.01238861138213957,0.02341272770227241,1.923673634995127e-05,ok,0.03484296951226754,True,True
StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,Trial-by-Trial,3784,0.07635859199253549,0.021236513038998185,0.9784589159479672,0.015204662122444704,ok,0.05791776283363142,False,True
jitterLocal_sma3nz_stddevNorm,Jitter-coefficient of variation [roughness],Trial-by-Trial,3784,0.08664991898342889,0.024783707772701873,0.0004784963620362549,2.5453968410727124e-20,ok,0.06383242672574656,False,True
Duration,Word duration (articulation lengthening),Trial-by-Trial,3784,0.10868209367470856,0.024823721504456994,6.103891058364361e-10,7.370905658487306e-37,ok,0.06383242672574656,False,True
F0semitoneFrom27.5Hz_sma3nz_amean,F0 semitone-mean [pitch],Trial-by-Trial,3784,-0.04377220506560979,0.05197097053968455,0.18244026972603877,0.2087214023672338,ok,0.12992742634921137,False,False
spectralFlux_sma3_amean,Spectral flux-mean [timbre change],Trial-by-Trial,3784,0.059074269018747336,0.05895292533155196,0.00081632697184368,5.898964529413981e-09,ok,0.1433990075632345,False,False
VoicedSegmentsPerSec,VoicedSegmentsPerSec,Trial-by-Trial,3784,0.08820512525991558,0.06094319571643894,9.062715188735695e-06,5.217445180757705e-33,ok,0.14348877064071663,False,False
loudness_sma3_percentile80.0,Loudness-80th percentile [intensity],Trial-by-Trial,3784,0.05274639962883802,0.062178467277643874,0.0009890728578276226,2.456840216433236e-23,ok,0.14348877064071663,False,False
shimmerLocaldB_sma3nz_stddevNorm,Shimmer-coefficient of variation [hoarseness],Trial-by-Trial,3784,-0.055969575537252916,0.08849766240315025,0.24089777057397022,8.954836088952072e-23,ok,0.19842641093593913,False,False
slopeV500-1500_sma3nz_amean,slopeV500-1500-mean,Trial-by-Trial,3784,0.052685122127225974,0.09039425387081672,0.010974556878112069,0.8247771179612438,ok,0.19842641093593913,False,False
F2frequency_sma3nz_amean,F2-mean [tongue position],Trial-by-Trial,3784,-0.0467966949207608,0.1296893073847039,0.006166871490300282,0.2946465776739452,ok,0.27790565868150835,False,False
mfcc3_sma3_amean,MFCC coefficient 3-mean [vocal tract feature],Trial-by-Trial,3784,-0.044667631213025465,0.13658154585046678,0.1877834454948527,0.6591202049650824,ok,0.2858683517800467,False,False
alphaRatioV_sma3nz_amean,Alpha ratio-mean [energy distribution],Trial-by-Trial,3784,0.044245188946592566,0.15066746640614048,0.6415089942122744,3.3019059053761286e-06,ok,0.3081834540125601,False,False
F3frequency_sma3nz_stddevNorm,F3-coefficient of variation [timbre],Trial-by-Trial,3784,0.0438906910520461,0.1591388104242536,0.0003675104632856831,6.87813326595189e-07,ok,0.3182776208485072,False,False
logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3-mean,Trial-by-Trial,3784,-0.03833454788523493,0.17697918521777933,0.6774656163425654,1.3542601207209969e-13,ok,0.34626362325217697,False,False
F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0 semitone-median [pitch],Trial-by-Trial,3784,-0.02840560505641026,0.1880914683602587,0.1143555893722542,0.009416209898400885,ok,0.36017515217921875,False,False
F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0 semitone-rising slope [pitch],Trial-by-Trial,3784,0.042758909953194285,0.19316746608262092,0.7323889775046843,0.07077469595075035,ok,0.36218899890491424,False,False
mfcc2_sma3_amean,MFCC coefficient 2-mean [vocal tract feature],Trial-by-Trial,3784,-0.035180005881189046,0.20199259230691624,0.7071976186765956,2.145828691366538e-13,ok,0.37100680219637683,False,False
HNRdBACF_sma3nz_stddevNorm,Harmonics-to-noise ratio-coefficient of variation [voice clarity],Trial-by-Trial,3784,-0.04722731952684049,0.22883074372137524,0.6740681797943109,0.7547523210909584,ok,0.4118953386984754,False,False
mfcc3_sma3_stddevNorm,MFCC coefficient 3-coefficient of variation [vocal tract feature],Trial-by-Trial,3784,0.04222193676574909,0.28538452893078947,0.8949927667129491,0.2659362960958993,ok,0.502167796894351,False,False
mfcc4_sma3_stddevNorm,MFCC coefficient 4-coefficient of variation [vocal tract feature],Trial-by-Trial,3784,-0.035737217996273184,0.29014139376118053,0.5836135594365688,0.5777389098526976,ok,0.502167796894351,False,False
mfcc3V_sma3nz_amean,MFCC coefficient 3-mean [vocal tract feature],Trial-by-Trial,3784,-0.031238441807212705,0.298892619808666,0.31256961523806515,0.9967305979223833,ok,0.5028112226104176,False,False
mfcc4_sma3_amean,MFCC coefficient 4-mean [vocal tract feature],Trial-by-Trial,3784,0.030376752800811566,0.30168673356625053,0.7507275707654771,0.08382850874477826,ok,0.5028112226104176,False,False
loudness_sma3_percentile50.0,Loudness-median [intensity],Trial-by-Trial,3784,-0.031151734434741448,0.32578873831853794,0.0023341542060551297,2.679415947292373e-11,ok,0.5331088445212439,False,False
mfcc2V_sma3nz_stddevNorm,MFCC coefficient 2-coefficient of variation [vocal tract feature],Trial-by-Trial,3784,-0.03371480607308318,0.3487809682257841,0.25581967226666935,0.3830251206182781,ok,0.5605408417914387,False,False
F3bandwidth_sma3nz_amean,F3-mean [timbre],Trial-by-Trial,3784,-0.027412269174700705,0.36451671855305845,3.9382781894201806e-05,0.08138688667316764,ok,0.5755527135048292,False,False
F1frequency_sma3nz_amean,F1-mean [mouth opening],Trial-by-Trial,3784,-0.024587536573616193,0.37354001642361545,0.3020374638066754,0.0032425722003560473,ok,0.5796310599676792,False,False
mfcc4V_sma3nz_amean,MFCC coefficient 4-mean [vocal tract feature],Trial-by-Trial,3784,0.02807708538489231,0.380482626143854,0.988630860191257,0.07263126646653593,ok,0.5803972263211332,False,False
loudness_sma3_stddevFallingSlope,Loudness-standard deviation [intensity],Trial-by-Trial,3784,-0.02759255338340947,0.40083893549858685,0.18928033712017256,0.22936775457610614,ok,0.6012584032478803,False,False
F1frequency_sma3nz_stddevNorm,F1-coefficient of variation [mouth opening],Trial-by-Trial,3784,0.024956109830020032,0.4225921256748194,0.46286880585498413,1.5473128781827733e-13,ok,0.6197494329745029,False,False
hammarbergIndexV_sma3nz_amean,hammarbergIndexV-mean,Trial-by-Trial,3784,-0.022282496860363744,0.4298908474769204,0.33067048958234657,3.8120787440619366e-13,ok,0.6197494329745029,False,False
F3bandwidth_sma3nz_stddevNorm,F3-coefficient of variation [timbre],Trial-by-Trial,3784,-0.023492228925231926,0.433824603082152,0.1584448079588111,6.683623999576718e-06,ok,0.6197494329745029,False,False
slopeV500-1500_sma3nz_stddevNorm,slopeV500-1500-coefficient of variation,Trial-by-Trial,3784,-0.028970974733158884,0.44181595739421275,0.5272358173563778,0.4207007825219289,ok,0.6213036900856117,False,False
loudness_sma3_meanRisingSlope,Loudness-rising slope [intensity],Trial-by-Trial,3784,0.024029517842943975,0.45332814230310947,0.21185696084787287,0.1419854061365604,ok,0.6226202813768811,False,False
alphaRatioV_sma3nz_stddevNorm,Alpha ratio-coefficient of variation [energy distribution],Trial-by-Trial,3784,-0.029798432876499366,0.4565882063430461,0.731332636020477,0.764038147713231,ok,0.6226202813768811,False,False
F1bandwidth_sma3nz_stddevNorm,F1-coefficient of variation [mouth opening],Trial-by-Trial,3784,0.023702457360937273,0.48447967396443214,0.5596591951148191,1.813788301894388e-10,ok,0.6507935918925207,False,False
logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-H2-coefficient of variation,Trial-by-Trial,3784,0.022718447142843524,0.531877419975838,0.36275189460043544,0.4890881608792723,ok,0.7039554087915504,False,False
F3frequency_sma3nz_amean,F3-mean [timbre],Trial-by-Trial,3784,-0.01751901817630804,0.5462807979397342,0.5168663515250358,0.0002803399681741134,ok,0.70419451893472,False,False
