Subject_ID,Task,Item_Index,Word,Absolute_Word_Start,Absolute_Word_End,Word_Duration,Gap_Before,Audio_Path,Segment_Path,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
xxxxxxxx159,C,1,red,1.279,1.7271,0.4481000000000001,1.279,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_C.wav,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_task.wav,37.00321960449219,0.0373830050230026,35.65203094482422,36.62078857421875,38.618629455566406,2.9665985107421875,17.00439453125,0.0,24.02579498291016,0.0,0.6641110777854919,0.2689815163612366,0.5012485980987549,0.7318622469902039,0.8213552832603455,0.3201066851615906,2.6334991455078125,0.0,-2.665374994277954,0.0,0.2272054851055145,0.4209690690040588,34.972991943359375,0.179210215806961,-0.3697140216827392,-31.405460357666016,-9.42461109161377,-0.6231918334960938,-52.38735580444336,-0.2619242370128631,0.0073591875843703,0.507792592048645,0.6108285784721375,0.4715001583099365,11.063048362731934,0.1889950335025787,-9.666481018066406,-0.4042410850524902,22.26435089111328,0.2363203167915344,499.5457763671875,0.4332813918590545,1211.821044921875,0.1209895685315132,-4.76528787612915,-0.9167171716690063,1417.41748046875,0.3179855048656463,989.4008178710938,0.1463673114776611,-11.558207511901855,-1.6815848350524902,2791.315185546875,0.1116446852684021,516.4556274414062,1.0031728744506836,-29.111019134521484,-0.2812871038913727,-13.218578338623049,-0.4222316145896911,26.894142150878903,0.1856943517923355,0.0382234416902065,0.868527889251709,-0.0317217893898487,-0.2631591558456421,0.2398155927658081,0.3963946104049682,34.99214553833008,0.1919920593500137,-3.0088558197021484,-3.4310874938964844,-9.793783187866213,-0.6319198608398438,-54.46647262573242,-0.2512656450271606,0.0,0.0,0.0,0.0,0.0,2.3255815505981445,2.702702760696411,0.3599999845027923,0.0,0.0,0.0,-32.14363098144531
xxxxxxxx159,C,2,yellow,1.8588,2.1571,0.2982999999999998,0.1316999999999999,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_C.wav,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_task.wav,35.50624084472656,0.0157211162149906,35.04072952270508,35.32278823852539,35.825653076171875,0.7849235534667969,6.567096710205078,0.0,15.620100021362305,0.0,0.7792724967002869,0.2085080593824386,0.6623556613922119,0.8551788330078125,0.9002096652984619,0.23785400390625,3.380058765411377,0.0,-1.2340326309204102,0.0,0.2697839736938476,0.3195498287677765,35.895450592041016,0.0714153349399566,-23.71096992492676,-0.9917171597480774,-17.87839126586914,-0.3034195601940155,-30.71708869934082,-0.4742932319641113,0.0055041997693479,0.7677185535430908,0.5135003328323364,0.3259980678558349,10.87882137298584,0.1359111815690994,-7.502102375030518,-0.2104566097259521,14.473825454711914,0.8818562030792236,427.1159973144531,0.0692102760076522,1199.8360595703125,0.1337892860174179,-7.464590549468994,-0.5340020060539246,1269.822265625,0.0686277970671653,1024.957763671875,0.0711572915315628,9.46146297454834,0.4599914848804474,2499.40478515625,0.0868985801935195,1011.9387817382812,0.4443950653076172,-21.18561553955078,-0.3966076374053955,-3.387957811355591,-3.7506022453308105,30.752412796020508,0.1117732301354408,0.0425195917487144,0.4139679074287414,-0.0092862406745553,-3.668872117996216,0.2849908471107483,0.3053578734397888,35.64133071899414,0.0785624459385871,-18.55080223083496,-1.2940512895584106,-19.657835006713867,-0.2369964271783828,-33.09923553466797,-0.4696674644947052,0.0,0.0,0.0,0.0,0.0,3.5714285373687744,4.545454502105713,0.209999993443489,0.0,0.0,0.0,-31.89745330810547
xxxxxxxx159,C,3,blue,2.2489,2.6001,0.3511999999999999,0.0918000000000001,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_C.wav,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_task.wav,36.44769287109375,0.0558646097779274,34.331783294677734,36.16557312011719,38.70830535888672,4.376522064208984,0.0,0.0,-0.1784963607788086,0.0,0.7583543062210083,0.3026183843612671,0.4606590270996094,0.8897531032562256,0.9499242901802064,0.4892652630805969,4.788710117340088,2.588574171066284,1.1225250959396362,0.2462255656719207,0.2543580234050751,0.7565426230430603,31.90660285949707,0.1918877363204956,-22.95558357238769,-0.9202464818954468,-6.096609115600586,-1.4593145847320557,0.5527209043502808,25.09920310974121,0.0090255746617913,1.0243232250213623,0.5281964540481567,0.53855961561203,8.919596672058105,0.4977627396583557,0.0856572315096855,63.74058532714844,9.230740547180176,1.650852918624878,687.6259765625,0.2840282917022705,1176.7796630859375,0.1581777036190033,-12.051959991455078,-1.0893205404281616,1639.93603515625,0.1184205338358879,1160.3897705078125,0.207570880651474,-12.046445846557615,-1.685453176498413,2685.23095703125,0.1581128239631652,819.279296875,0.4075019657611847,-20.67034912109375,-0.960533082485199,-9.651226997375488,-1.331753134727478,27.603395462036133,0.3684104681015014,0.0519582033157348,0.4401756525039673,0.0006543385679833,28.005558013916016,0.2732053399085998,0.7541729211807251,33.2470703125,0.1786904484033584,-18.643354415893555,-1.1200240850448608,-6.046786785125732,-1.617071509361267,-2.452460289001465,-5.430801868438721,0.0,0.0,0.0,0.0,0.0,2.941176414489746,3.5714285373687744,0.2699999809265136,0.0,0.0,0.0,-32.447120666503906
xxxxxxxx159,C,4,green,2.7318,3.1578,0.4260000000000001,0.1316999999999999,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_C.wav,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_task.wav,39.84532928466797,0.0555809028446674,38.4113655090332,40.24242782592773,42.07099914550781,3.65963363647461,27.559062957763672,0.0,-40.47823333740234,0.0,0.4845665395259857,0.2782760858535766,0.3330694139003753,0.5305845141410828,0.6279280781745911,0.2948586642742157,-1.509673833847046,2.5034735202789307,0.9483147859573364,0.240995854139328,0.1833138018846511,0.3848873972892761,23.163768768310547,0.4412747919559479,-8.186057090759277,-1.1355940103530884,42.4102783203125,0.2845608592033386,-22.61868095397949,-0.5885756611824036,0.0114452149718999,1.0590033531188965,0.6406509280204773,0.6198852062225342,8.313775062561035,0.4694238603115082,12.671528816223145,0.4810530245304107,4.017906665802002,2.0880045890808105,560.2069702148438,0.5656130313873291,1115.904052734375,0.2864445149898529,-22.37941169738769,-0.661679208278656,1751.197998046875,0.1380653530359268,512.9341430664062,0.8155900239944458,-29.546815872192383,-0.3219137787818908,2723.251220703125,0.0568638779222965,980.9953002929688,0.282907634973526,-16.471717834472656,-0.757297694683075,-10.151148796081545,-1.0944466590881348,14.713672637939451,0.91789048910141,0.0505602285265922,0.3892288208007812,-0.0260406006127595,-0.2089627981185913,0.1908254921436309,0.3518614768981933,23.45247840881348,0.4692085385322571,-9.657954216003418,-0.952614724636078,40.467769622802734,0.2968640625476837,-21.94395065307617,-0.6504718661308289,0.0,0.0,0.0,0.0,0.0,2.4390244483947754,2.857142925262451,0.3400000035762787,0.0,0.0,0.0,-37.04725646972656
xxxxxxxx159,C,5,green,3.4811,3.972,0.4908999999999999,0.3233000000000001,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_C.wav,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_task.wav,41.0113410949707,0.0665100961923599,38.88234329223633,42.02117538452149,43.30131912231445,4.418975830078125,23.723285675048828,0.0,-33.18313980102539,0.0,0.4786787331104278,0.386862576007843,0.2745450735092163,0.527382493019104,0.6494876742362976,0.3749426007270813,0.8261433839797974,2.0089240074157715,1.7009230852127075,0.0,0.1595828831195831,0.3627820611000061,21.254558563232425,0.2395182400941848,-10.390274047851562,-1.356311917304993,40.0356559753418,0.2276385575532913,-27.318498611450195,-0.5036276578903198,0.0160344392061233,0.945201814174652,0.8333885073661804,1.0326552391052246,9.69782543182373,0.3770399391651153,10.282148361206056,0.6780980825424194,3.343221426010132,2.950218439102173,739.7420043945312,0.5662564039230347,1382.4586181640625,0.268336534500122,-20.96476173400879,-0.6422296762466431,1743.9459228515625,0.1249038502573967,979.8961181640624,0.731058657169342,-26.800661087036133,-0.1768798679113388,2686.3671875,0.1235062927007675,1056.7574462890625,0.4005025029182434,-15.946054458618164,-0.5779262185096741,-8.128458023071289,-1.0356024503707886,11.964459419250488,0.9504342079162598,0.0617248825728893,0.4173965156078338,-0.019333055242896,-0.4787414371967315,0.1651059538125991,0.3300369381904602,20.87188720703125,0.2538160681724548,-12.890588760375977,-1.058019757270813,38.49176025390625,0.2308694720268249,-27.396427154541016,-0.5357381701469421,0.0,0.0,0.0,0.0,0.0,2.0833334922790527,2.4390244483947754,0.3999999761581421,0.0,0.0,0.0,-38.29898452758789
xxxxxxxx159,C,6,blue,4.1855,4.6744,0.4889000000000001,0.2135000000000002,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_C.wav,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_task.wav,35.373016357421875,0.0255661346018314,34.453094482421875,35.14177322387695,36.3942756652832,1.941181182861328,13.919504165649414,0.0,13.33955192565918,0.0,0.799979031085968,0.3484540283679962,0.556343138217926,0.9344728589057922,1.0149283409118652,0.4585852026939392,5.123047351837158,2.495123863220215,-1.677995204925537,1.9104444980621336,0.2400619834661483,0.4283769428730011,28.6645622253418,0.1295488774776458,-30.855457305908203,-0.6464967727661133,-13.095331192016602,-1.0093778371810913,0.3791236877441406,39.11428451538086,0.0067863557487726,1.079183578491211,0.7266963124275208,0.9118697047233582,8.884185791015625,0.2121338993310928,-2.825355529785156,-2.303781032562256,2.415388345718384,5.475694179534912,481.1997375488281,0.2522416412830353,1264.413330078125,0.1965594589710235,-2.3312325477600098,-2.709380865097046,1482.7135009765625,0.0639372393488884,1208.16064453125,0.2630878388881683,5.2922539710998535,1.9206454753875728,2363.640380859375,0.1082086488604545,1175.8018798828125,0.2710895836353302,-5.770068645477295,-2.033863306045532,-0.3773614764213562,-26.12220764160156,21.127260208129883,0.3126597702503204,0.061752513051033,0.3001174330711365,0.0105090206488966,1.7501052618026731,0.2596268355846405,0.3791699111461639,28.40671730041504,0.1270772963762283,-33.47772216796875,-0.6042255759239197,-14.303367614746094,-0.9745470881462096,3.316401243209839,4.260534286499023,0.0,0.0,0.0,0.0,0.0,4.255319118499756,2.500000238418579,0.3899999856948852,0.0,0.0,0.0,-33.7166862487793
xxxxxxxx159,C,7,yellow,4.7811,5.1533,0.3721999999999994,0.1067,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_C.wav,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_task.wav,35.51327896118164,0.0422525592148304,34.13473892211914,35.13817596435547,36.54576110839844,2.411022186279297,27.44482040405273,0.0,22.175148010253903,0.0,0.6132265329360962,0.3825256824493408,0.4144676029682159,0.5219616889953613,0.8595913052558899,0.4451237022876739,2.484863758087158,2.6625516414642334,3.61560583114624,0.0,0.2603251934051513,0.4966522455215454,37.74676132202149,0.1257925629615783,-11.004837989807127,-1.484037160873413,-12.54176139831543,-0.6566389203071594,-28.8192138671875,-0.3723087012767792,0.0101135447621345,0.6553696393966675,0.8243758082389832,0.4895137846469879,8.735762596130371,0.2506540417671203,-8.210439682006836,-0.2484961897134781,15.782892227172852,0.6838818192481995,427.228759765625,0.1459748595952987,1177.0615234375,0.1293160170316696,-10.548002243041992,-0.659141480922699,1248.211669921875,0.082366719841957,938.69921875,0.0576282814145088,-0.8569852113723755,-15.752103805541992,2449.529296875,0.0626441985368728,647.1773071289062,0.1642006486654281,-27.046947479248047,-0.329159677028656,-8.68543529510498,-0.9530143737792968,30.294374465942383,0.1505458652973175,0.0200689136981964,0.81220942735672,-0.0148359686136245,-1.4537290334701538,0.2956462204456329,0.4171897768974304,38.30815505981445,0.1206004619598388,-14.293312072753906,-1.1163513660430908,-14.42890739440918,-0.5298793315887451,-29.04115867614746,-0.3732567727565765,0.0,0.0,0.0,0.0,0.0,2.777777910232544,3.3333334922790527,0.2899999916553497,0.0,0.0,0.0,-32.416481018066406
xxxxxxxx159,C,8,red,5.269,5.6532,0.3841999999999999,0.1157000000000003,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_C.wav,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_task.wav,35.13710403442383,0.0200662221759557,34.4593505859375,34.948265075683594,36.00614929199219,1.5467987060546875,11.524603843688965,0.0,16.721820831298828,0.0,0.5050989985466003,0.2646126747131347,0.4044086337089538,0.57175612449646,0.6086350083351135,0.2042263746261596,0.7284530401229858,2.6004533767700195,0.3163357675075531,0.0,0.1388020813465118,0.3983919620513916,35.75861358642578,0.1608987748622894,-8.870952606201172,-0.8303117156028748,-7.080807685852051,-1.3589626550674438,-46.38136672973633,-0.2578977048397064,0.008389220573008,1.3366045951843262,0.5762971639633179,0.4327831268310547,10.062442779541016,0.1995329856872558,-10.397262573242188,-0.3198927342891693,13.532907485961914,0.5093449950218201,457.69622802734375,0.3120185136795044,1277.8251953125,0.1540822237730026,-6.300540924072266,-0.9842390418052672,1285.338134765625,0.2228342443704605,904.1670532226562,0.1729767173528671,0.7160103917121887,15.181737899780272,2622.14599609375,0.0932772979140281,470.3193359375,0.3329752385616302,-22.704225540161133,-0.1558253467082977,-9.18608856201172,-0.3010363280773163,26.626718521118164,0.1776612401008606,0.0442598275840282,0.4964081943035126,-0.0282324068248271,-0.2747161090373993,0.1548079550266266,0.3395319879055023,36.231842041015625,0.1697202324867248,-10.499297142028809,-0.6305788159370422,-9.597946166992188,-0.878176212310791,-50.2520866394043,-0.1730953752994537,0.0,0.0,0.0,0.0,0.0,2.702702760696411,3.225806474685669,0.2999999821186065,0.0,0.0,0.0,-36.26781845092773
xxxxxxxx159,C,9,blue,6.4563,6.6469,0.1905999999999998,0.8030999999999997,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_C.wav,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_task.wav,35.94707489013672,0.0277219861745834,34.922420501708984,35.763031005859375,37.135738372802734,2.21331787109375,0.0,0.0,-0.2148513793945312,0.0,0.8641316294670105,0.4370852708816528,0.3970880806446075,0.9994451999664308,1.1879668235778809,0.7908787727355957,7.800712585449219,0.0,-23.78757667541504,0.0,0.4940329492092132,0.5625229477882385,26.398298263549805,0.2271421551704406,-26.4458065032959,-0.9022379517555236,-14.175721168518066,-0.8167983293533325,-5.171513080596924,-2.85863995552063,0.0104520721361041,0.4974676072597503,1.0948545932769775,0.2387673109769821,6.907994270324707,0.5280609130859375,6.456256866455078,1.0480787754058838,17.120899200439453,1.059421420097351,510.01458740234375,0.2956321239471435,1310.4710693359375,0.1129375025629997,7.6683831214904785,0.3544007241725921,1542.385986328125,0.0707061514258384,1238.3983154296875,0.4701214134693146,-0.252753883600235,-65.58934783935547,2483.502685546875,0.1318143606185913,1155.754150390625,0.4616363942623138,-11.88394260406494,-1.371541142463684,-8.234973907470703,-1.5551577806472778,27.238237380981445,0.2151425182819366,0.0968307480216026,0.1023166924715042,-0.0101427538320422,-1.978486180305481,0.471012681722641,0.606232762336731,29.845333099365234,0.1151129156351089,-15.795145988464355,-1.4332215785980225,-11.236990928649902,-1.1517467498779297,-11.66843318939209,-1.1661213636398315,0.0,0.0,0.0,0.0,0.0,5.555555820465088,8.333333969116211,0.1099999994039535,0.0,0.0,0.0,-31.649354934692383
xxxxxxxx159,C,10,yellow,6.9293,7.474,0.5447000000000006,0.2824,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_C.wav,data/not_shared/wd_audio/WD_CI/xxxxxxxx159/xxxxxxxx159_stroop_task.wav,37.41991424560547,0.0429616309702396,35.881935119628906,36.9488639831543,39.20515441894531,3.3232192993164062,23.635665893554688,0.0,22.660446166992188,0.0,0.7011135220527649,0.4543693959712982,0.275358647108078,0.7222984433174133,1.0483365058898926,0.7729778289794922,-0.7010724544525146,2.5752804279327397,2.646004199981689,0.0,0.4144355654716491,0.5174742937088013,29.80467987060547,0.270765870809555,-7.404889106750488,-3.57761025428772,-13.867008209228516,-0.8089741468429565,-21.1519718170166,-0.6861469745635986,0.0150763839483261,1.354577898979187,0.7963624596595764,0.7411327362060547,9.651789665222168,0.2239875495433807,-6.307563304901123,-0.8084940910339355,16.30328941345215,0.6766270399093628,402.6905517578125,0.147844523191452,1263.350830078125,0.1467030942440033,-57.11663818359375,-1.4134482145309448,1260.8680419921875,0.0826129391789436,1014.943603515625,0.1188341230154037,-33.63374710083008,-2.226475238800049,2443.2392578125,0.0707968920469284,684.7715454101562,0.3728143274784088,-53.7426986694336,-1.2166417837142944,-6.678304672241211,-1.6834324598312378,28.438615798950195,0.1936205327510833,0.0409093461930751,0.7732332348823547,-0.0090581998229026,-2.933384656906128,0.4090727269649505,0.382908433675766,31.83906364440918,0.1953667402267456,-16.103548049926758,-1.422540545463562,-18.03327751159668,-0.5614901185035706,-24.87398910522461,-0.483349859714508,-32.30088424682617,42.28564834594727,-0.1279166638851165,-0.0325442031025886,0.7427841424942017,1.886792540550232,2.127659559249878,0.3799999952316284,0.0,0.0700000002980232,0.0,-30.87759780883789
