Device_ID,Device_Name,Acoustic_Level,Feature,N_Complete_Pairs,ICC_3_1,ICC_95CI_Low_Bootstrap,ICC_95CI_High_Bootstrap,Bootstrap_Valid_Replicates,ICC_Category,Session1_Mean,Session1_SD,Session2_Mean,Session2_SD,Mean_Change_S2_Minus_S1
1,ASUS_FX63VD_laptop,C,StddevVoicedSegmentLengthSec,51,0.19371481729238316,-0.1017697747635293,0.473654982502618,2000,poor,0.005497623147554715,0.010994645330279596,0.0024663521206826486,0.005156885498919503,-0.0030312710268720665
1,ASUS_FX63VD_laptop,C,slopeUV500-1500_sma3nz_amean,51,0.4046551072733267,0.13694938657258668,0.6111151011444107,2000,poor,-0.0025441979196481335,0.0036350918426034146,-0.002108371605017222,0.0043292655230769755,0.0004358263146309118
1,ASUS_FX63VD_laptop,C,alphaRatioUV_sma3nz_amean,51,0.21558495746063847,-0.10762450385055947,0.4657127434745908,2000,poor,-1.4385744487281293,1.5940245258673058,-1.0111570103570986,1.7042669328800915,0.4274174383710306
1,ASUS_FX63VD_laptop,C,mfcc1V_sma3nz_amean,51,0.6465487224066278,0.5056013346685699,0.7534477884290453,2000,moderate,33.149837719707065,3.3771029873860616,32.73161211101625,4.167898436314695,-0.41822560869082076
1,ASUS_FX63VD_laptop,C,F3amplitudeLogRelF0_sma3nz_amean,51,0.6449690824282115,0.4566098189924727,0.7896297464010632,2000,moderate,-31.293749680971715,7.661436460555735,-30.999360242470065,7.935490446393231,0.29438943850165417
1,ASUS_FX63VD_laptop,C,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,51,0.3217019723980541,0.16748162706539788,0.4707984939933995,2000,poor,10.881230295731493,8.610395397432455,12.366842198631085,13.979265640712732,1.485611902899593
1,ASUS_FX63VD_laptop,C,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,51,0.9118354384436458,0.8516142272652536,0.951965517253583,2000,excellent,28.319349555266587,4.761500136778012,28.651186621904515,4.90104224132672,0.3318370666379242
1,ASUS_FX63VD_laptop,C,slopeUV0-500_sma3nz_amean,51,0.5476111006680419,0.4183928299258822,0.6473929071336144,2000,moderate,0.005672276729125188,0.01010557988837981,0.004722075192149159,0.007847643995482635,-0.0009502015369760283
1,ASUS_FX63VD_laptop,C,MeanUnvoicedSegmentLength,51,0.15986459461442484,-0.0344389919690364,0.4451220698929601,2000,poor,0.0034038917913001418,0.0061629893687178815,0.004258021257155911,0.007487118213650294,0.0008541294658557684
1,ASUS_FX63VD_laptop,C,slopeV0-500_sma3nz_amean,51,0.8940787311520475,0.8031390183280844,0.9432820341319632,2000,good,0.051628891371810426,0.02852930332031719,0.05408249867402691,0.02910709662691536,0.002453607302216483
