Device_ID,Device_Name,Task,Feature,N,Mean,SD,Median,Q1,Q3,IQR,Min,Max
3,Huawei_P30_phone,STT,loudness_sma3_stddevFallingSlope,1041,2.8950961264965054,4.388368746299979,0.0,0.0,4.913382053375244,4.913382053375244,0.0,29.395109176635746
1,ASUS_FX63VD_laptop,STT,loudness_sma3_stddevNorm,1190,0.4021093317910152,0.1405295136459201,0.4025615155696868,0.3066848218441009,0.4911568090319633,0.1844719871878623,0.0346290543675422,1.1176908016204834
2,iPad_2021,STT,loudness_sma3_stddevNorm,996,0.3584497589318747,0.1407920974147623,0.350317507982254,0.2605162039399146,0.439383216202259,0.1788670122623443,0.0385243222117424,1.473235845565796
3,Huawei_P30_phone,STT,loudness_sma3_stddevNorm,1041,0.4604315516699059,0.1826818925735243,0.4459069669246673,0.3414413928985595,0.5515351295471191,0.2100937366485596,0.0645719394087791,1.6737308502197266
1,ASUS_FX63VD_laptop,STT,loudness_sma3_stddevRisingSlope,1190,4.267696098585715,3.398522409523416,3.721228718757629,1.896348088979721,5.8765504360198975,3.980202347040176,0.0,20.168195724487305
2,iPad_2021,STT,loudness_sma3_stddevRisingSlope,996,2.474043872353273,2.371823882764144,1.852967083454132,0.9261213988065718,3.3435459733009343,2.4174245744943623,0.0,16.437318801879883
3,Huawei_P30_phone,STT,loudness_sma3_stddevRisingSlope,1041,8.477074242047571,6.630342777134424,7.637777805328369,3.7055373191833496,12.326629638671877,8.621092319488527,0.0,34.5554084777832
1,ASUS_FX63VD_laptop,STT,mfcc1V_sma3nz_amean,1190,32.13056370070001,6.518997843156983,32.01451301574707,28.017233848571777,36.74755001068115,8.730316162109375,-12.06523323059082,51.88862991333008
2,iPad_2021,STT,mfcc1V_sma3nz_amean,996,37.08963947566637,7.140479998924782,37.38330841064453,32.92148780822754,42.04579162597656,9.124303817749023,1.6456633806228638,57.9106330871582
3,Huawei_P30_phone,STT,mfcc1V_sma3nz_amean,1041,34.35653232451703,9.585244912380874,34.32310485839844,28.46350860595703,40.87873077392578,12.41522216796875,-6.645345211029053,58.958003997802734
1,ASUS_FX63VD_laptop,STT,mfcc1V_sma3nz_stddevNorm,1190,0.1822675529476098,0.1474278946071922,0.1374710574746131,0.0943089090287685,0.2140913195908069,0.1197824105620384,-0.2156934291124344,2.160337209701538
2,iPad_2021,STT,mfcc1V_sma3nz_stddevNorm,996,0.1371821020262308,0.2084713370611886,0.0957402028143405,0.0644140802323817,0.1433025076985358,0.078888427466154,0.0,5.231697082519531
3,Huawei_P30_phone,STT,mfcc1V_sma3nz_stddevNorm,1041,0.3102470384454435,0.554227482919988,0.1699389368295669,0.1122582629323005,0.3045109510421753,0.1922526881098747,-5.01015043258667,8.324477195739746
1,ASUS_FX63VD_laptop,STT,mfcc1_sma3_amean,1190,30.93795067001792,6.832950225716748,31.245126724243164,27.150115489959717,35.53031539916992,8.380199909210209,-8.252340316772461,52.23285675048828
2,iPad_2021,STT,mfcc1_sma3_amean,996,36.28008287187561,7.170373216955525,36.72276306152344,32.00985860824585,41.2905216217041,9.280663013458252,3.348629236221313,58.07826232910156
3,Huawei_P30_phone,STT,mfcc1_sma3_amean,1041,33.96483849036247,9.585206626679764,34.331878662109375,28.22237014770508,40.648193359375,12.425823211669918,-12.227372169494627,57.42937850952149
1,ASUS_FX63VD_laptop,STT,mfcc1_sma3_stddevNorm,1190,0.2589435812586746,0.6216693799402815,0.1607908830046653,0.1154827922582625,0.2373708300292491,0.1218880377709865,-0.8753112554550171,19.22870635986328
2,iPad_2021,STT,mfcc1_sma3_stddevNorm,996,0.1604627068135812,0.2000022973453958,0.1106519959867,0.078669685870409,0.1533172838389873,0.0746475979685783,0.0180002003908157,2.943392276763916
3,Huawei_P30_phone,STT,mfcc1_sma3_stddevNorm,1041,0.3395858462649423,0.522754189638195,0.1846347153186798,0.1215359717607498,0.3175019323825836,0.1959659606218338,-3.3979597091674805,5.855181694030762
1,ASUS_FX63VD_laptop,STT,mfcc2V_sma3nz_amean,1190,9.929895462342069,13.743459540317732,11.898859024047852,0.997231125831604,20.04495096206665,19.047719836235046,-44.56672668457031,38.047061920166016
2,iPad_2021,STT,mfcc2V_sma3nz_amean,996,1.567717404501236,14.93435153902589,3.599917411804199,-7.132059931755066,12.02442479133606,19.156484723091125,-52.81221771240234,42.27010345458984
3,Huawei_P30_phone,STT,mfcc2V_sma3nz_amean,1041,3.2890967320521987,16.682679846797324,4.453919887542725,-7.035744667053223,15.296667098999023,22.33241176605225,-65.35215759277344,42.41130065917969
1,ASUS_FX63VD_laptop,STT,mfcc2V_sma3nz_stddevNorm,1190,-0.3789196331500068,59.20103488178163,0.3145191967487335,0.0969900023192166,0.7825402021408081,0.6855501998215914,-1403.6375732421875,1292.83740234375
2,iPad_2021,STT,mfcc2V_sma3nz_stddevNorm,996,0.8666697726229647,14.82790881522298,0.1943935379385948,-0.7687390595674515,0.5996434092521667,1.3683824688196182,-74.44995880126953,358.8330993652344
3,Huawei_P30_phone,STT,mfcc2V_sma3nz_stddevNorm,1041,0.0859334836593193,16.83275575511125,0.2484858036041259,-0.863493800163269,0.9196754097938538,1.7831692099571228,-362.1915588378906,238.5097198486328
1,ASUS_FX63VD_laptop,STT,mfcc2_sma3_amean,1190,10.71951518741851,12.979468066825754,12.457083225250244,3.0295369029045105,20.27957248687744,17.25003558397293,-41.43727111816406,36.31616973876953
2,iPad_2021,STT,mfcc2_sma3_amean,996,1.7145198155082313,14.20530776382977,3.582735061645508,-6.565543055534363,11.834782838821411,18.40032589435577,-46.85123825073242,40.1670150756836
3,Huawei_P30_phone,STT,mfcc2_sma3_amean,1041,3.5766806043997605,16.02255886451341,4.384653091430664,-5.969102382659912,15.21352767944336,21.18263006210327,-65.14810943603516,42.28031539916992
1,ASUS_FX63VD_laptop,STT,mfcc2_sma3_stddevNorm,1190,-3.733552553925757,74.45600681041985,0.3538231402635574,0.1316889263689517,0.8586955517530441,0.7270066253840923,-2022.6214599609373,120.7375259399414
2,iPad_2021,STT,mfcc2_sma3_stddevNorm,996,-0.0978411078176285,9.8813687941109,0.2311080694198608,-0.8256133645772934,0.6374884098768234,1.4631017744541168,-160.30252075195312,113.00331115722656
3,Huawei_P30_phone,STT,mfcc2_sma3_stddevNorm,1041,0.9818863669387088,44.09655658782192,0.2910138964653015,-0.8955948948860168,1.016127586364746,1.911722481250763,-259.4284973144531,1338.4508056640625
1,ASUS_FX63VD_laptop,STT,mfcc3V_sma3nz_amean,1190,6.152456276909206,20.689801299230357,2.899357557296753,-8.893885850906372,20.98652410507202,29.880409955978397,-46.38095474243164,59.8503303527832
2,iPad_2021,STT,mfcc3V_sma3nz_amean,996,-0.2032112903803228,23.066450921661485,-4.747257471084595,-18.049935340881348,16.523035049438477,34.572970390319824,-47.57016372680664,63.62409973144531
3,Huawei_P30_phone,STT,mfcc3V_sma3nz_amean,1041,8.79108705889974,26.611109406673563,2.5471997261047363,-10.819779396057127,28.399343490600582,39.21912288665771,-51.43720626831055,92.58547973632812
1,ASUS_FX63VD_laptop,STT,mfcc3V_sma3nz_stddevNorm,1190,-0.1495962761906015,19.560013813225265,0.1801642179489135,-0.6527131497859955,0.6852173209190369,1.3379304707050323,-477.3784790039063,213.5038909912109
2,iPad_2021,STT,mfcc3V_sma3nz_stddevNorm,996,-0.196301265915175,4.678220613395762,-0.2238459959626197,-0.6529947370290756,0.3267780095338821,0.9797727465629578,-43.90944290161133,88.03633880615234
3,Huawei_P30_phone,STT,mfcc3V_sma3nz_stddevNorm,1041,-4.333235346190596,157.80824291465365,0.149325743317604,-0.8763351440429688,0.7101110816001892,1.586446225643158,-5025.61376953125,688.1336669921875
1,ASUS_FX63VD_laptop,STT,mfcc3_sma3_amean,1190,6.649271522944464,19.870804697077485,3.6350141763687134,-8.154205560684204,20.51416015625,28.668365716934204,-43.11143112182617,58.8209114074707
2,iPad_2021,STT,mfcc3_sma3_amean,996,0.4583512501782704,22.21177967207256,-3.799627542495728,-16.504557609558105,16.12083101272583,32.625388622283936,-46.82689666748047,70.35607147216797
3,Huawei_P30_phone,STT,mfcc3_sma3_amean,1041,9.975631297575838,25.79542468062314,3.958218574523926,-9.33316135406494,28.86585807800293,38.19901943206787,-45.52521896362305,94.22772216796876
1,ASUS_FX63VD_laptop,STT,mfcc3_sma3_stddevNorm,1190,1.1265926032788864,21.367894735125468,0.2155890762805938,-0.6929226368665695,0.8268613517284393,1.5197839885950089,-224.8321533203125,579.082763671875
2,iPad_2021,STT,mfcc3_sma3_stddevNorm,996,-8.669263917189765,259.03997691244496,-0.248782455921173,-0.7124671339988708,0.3675025701522827,1.0799697041511536,-8147.1455078125,337.7537841796875
3,Huawei_P30_phone,STT,mfcc3_sma3_stddevNorm,1041,-1.0982799285863536,47.26436235642943,0.1961838006973266,-0.8940070271492004,0.8934529423713684,1.7874599695205688,-1476.439697265625,195.75997924804688
1,ASUS_FX63VD_laptop,STT,mfcc4V_sma3nz_amean,1190,-11.881698255366135,21.604256306559048,-12.146377563476562,-27.79258441925049,2.693314850330353,30.48589926958084,-71.17757415771484,48.92016220092773
2,iPad_2021,STT,mfcc4V_sma3nz_amean,996,-21.860504053435832,22.30923255516234,-23.46552562713623,-37.344032287597656,-7.8260780572891235,29.517954230308533,-95.76545715332033,49.27568054199219
3,Huawei_P30_phone,STT,mfcc4V_sma3nz_amean,1041,-28.133650752534155,24.423435963914255,-29.77576446533203,-45.48600387573242,-12.1817626953125,33.30424118041992,-84.63876342773438,43.74997329711914
1,ASUS_FX63VD_laptop,STT,mfcc4V_sma3nz_stddevNorm,1190,-0.7934230817560138,26.87748616566168,-0.3444912731647491,-0.833313912153244,0.2279158867895602,1.0612297989428043,-516.3616943359375,666.1593627929688
2,iPad_2021,STT,mfcc4V_sma3nz_stddevNorm,996,-0.5313630718476023,4.599529490622476,-0.3276098221540451,-0.5892952680587769,-0.1536155566573142,0.4356797114014626,-104.61881256103516,22.98862838745117
3,Huawei_P30_phone,STT,mfcc4V_sma3nz_stddevNorm,1041,-0.4274038648828649,6.84749041405009,-0.3658519387245178,-0.6650406718254089,-0.2120973020792007,0.4529433697462082,-108.05365753173828,119.88150787353516
1,ASUS_FX63VD_laptop,STT,mfcc4_sma3_amean,1190,-9.730041099364769,20.426272800352898,-9.467659950256348,-24.81858539581299,3.861358642578125,28.679944038391117,-68.40142059326172,44.46808242797852
2,iPad_2021,STT,mfcc4_sma3_amean,996,-19.658931116771747,21.21756102082188,-20.35274982452393,-33.64251708984375,-6.325157046318054,27.317360043525696,-94.0690689086914,48.58873748779297
3,Huawei_P30_phone,STT,mfcc4_sma3_amean,1041,-26.00691859161313,22.934288179303117,-27.820173263549805,-42.67905807495117,-11.067449569702148,31.611608505249023,-82.65603637695312,41.1270751953125
1,ASUS_FX63VD_laptop,STT,mfcc4_sma3_stddevNorm,1190,-0.8593222915312322,24.96862923908901,-0.4095640331506729,-0.9770132750272752,0.3256185501813888,1.302631825208664,-715.7152099609375,336.97271728515625
2,iPad_2021,STT,mfcc4_sma3_stddevNorm,996,-0.227015132503397,6.296397270911289,-0.3881363421678543,-0.7134873270988464,-0.2053174674510955,0.5081698596477509,-47.461421966552734,112.48963165283205
3,Huawei_P30_phone,STT,mfcc4_sma3_stddevNorm,1041,-2.4799127745854523,69.78145659575824,-0.4277769029140472,-0.7671099305152893,-0.2420698553323745,0.5250400751829148,-2238.576171875,88.89960479736328
1,ASUS_FX63VD_laptop,STT,shimmerLocaldB_sma3nz_amean,1190,1.2381488152161366,0.3670377915931487,1.20266854763031,1.002275675535202,1.427465885877609,0.425190210342407,0.0,4.501077651977539
2,iPad_2021,STT,shimmerLocaldB_sma3nz_amean,996,1.4905616517765934,0.5051512093213901,1.4158115983009338,1.1711891293525696,1.7076973021030426,0.536508172750473,0.0,4.5298380851745605
3,Huawei_P30_phone,STT,shimmerLocaldB_sma3nz_amean,1041,1.4340713564932748,0.5598904980576104,1.3244727849960327,1.084012508392334,1.6551941633224487,0.5711816549301147,0.0,4.774966239929199
1,ASUS_FX63VD_laptop,STT,shimmerLocaldB_sma3nz_stddevNorm,1190,0.6071392746407445,0.1919848067433644,0.5790916383266449,0.4844418093562126,0.7180840373039246,0.2336422279477119,0.0,1.5086742639541626
2,iPad_2021,STT,shimmerLocaldB_sma3nz_stddevNorm,996,0.5288139928251984,0.1828070991437291,0.5064978301525116,0.4074789807200432,0.6202716082334518,0.2127926275134086,0.0,1.4424608945846558
3,Huawei_P30_phone,STT,shimmerLocaldB_sma3nz_stddevNorm,1041,0.6100319064366314,0.2001514304383909,0.5847623348236084,0.4759927093982696,0.7251191735267639,0.2491264641284943,0.0,1.5090203285217283
1,ASUS_FX63VD_laptop,STT,slopeUV0-500_sma3nz_amean,1190,0.0096593533229266,0.0280230953315063,0.0,0.0,0.0,0.0,-0.0885454714298248,0.203907772898674
2,iPad_2021,STT,slopeUV0-500_sma3nz_amean,996,0.0131761337210607,0.0366804301418172,0.0,0.0,0.0,0.0,0.0,0.1959336996078491
3,Huawei_P30_phone,STT,slopeUV0-500_sma3nz_amean,1041,0.0244261923425685,0.0482241849895221,0.0,0.0,0.0,0.0,-0.0164781939238309,0.2489466816186905
1,ASUS_FX63VD_laptop,STT,slopeUV500-1500_sma3nz_amean,1190,-0.003474721843252,0.010336667693386,0.0,0.0,0.0,0.0,-0.0578320175409317,0.0219407305121421
