Group,Task,Feature,Device_1,Device_1_Name,Device_2,Device_2_Name,Device_Pair,N,ICC_2_1_absolute_agreement,ICC_Category,Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Device1_mean,Device1_sd,Device2_mean,Device2_sd,Mean_difference_D2_minus_D1,SD_difference,Paired_t,Paired_t_p,Bland_Altman_bias,Bland_Altman_lower_LOA,Bland_Altman_upper_LOA
task_mean,STT,loudness_sma3_stddevFallingSlope,1,ASUS_FX63VD_laptop,3,Huawei_P30_phone,1_vs_3,101,0.3766481832184501,poor,0.6233993246481098,3.3412161370869093e-12,0.5743872891622402,3.378512805984732e-10,1.120046495686473,1.351243770961338,2.8993725330913938,2.048292250446064,1.7793260374049211,1.6032915219656532,11.153308752869734,2.984111438514836e-19,1.7793260374049211,-1.363125345647759,4.921777420457602
task_mean,STT,loudness_sma3_stddevFallingSlope,2,iPad_2021,3,Huawei_P30_phone,2_vs_3,101,0.1582839393722751,poor,0.4857212228395753,2.6235819094970485e-07,0.4141272947535178,1.669425622601837e-05,0.8545928955860048,0.7030708562041854,2.8993725330913938,2.048292250446064,2.044779637505389,1.8140674643403851,11.328013667342823,1.2449443670964338e-19,2.044779637505389,-1.5107925926017658,5.600351867612545
task_mean,STT,loudness_sma3_stddevNorm,1,ASUS_FX63VD_laptop,2,iPad_2021,1_vs_2,101,0.6509129481653689,moderate,0.7338766838562517,2.551515424098521e-18,0.7210832847990681,1.8379714636778402e-17,0.4044635794410975,0.0801351208108951,0.3624290522801937,0.0869475748454145,-0.0420345271609038,0.0612769687757496,-6.893973024443939,4.951292941330227e-10,-0.0420345271609038,-0.1621373859613733,0.0780683316395655
task_mean,STT,loudness_sma3_stddevNorm,1,ASUS_FX63VD_laptop,3,Huawei_P30_phone,1_vs_3,101,0.4546090520687996,poor,0.5880539171372293,1.0074998751835317e-10,0.6310075713453698,1.515824726489894e-12,0.4044635794410975,0.0801351208108951,0.4707354178734317,0.1019987048172938,0.0662718384323342,0.084924943415793,7.84249840670628,4.9493916700235424e-12,0.0662718384323342,-0.1001810506626201,0.2327247275272885
task_mean,STT,loudness_sma3_stddevNorm,2,iPad_2021,3,Huawei_P30_phone,2_vs_3,101,0.2520958399582749,poor,0.4205588895190515,1.1933080300533046e-05,0.4320908561444379,6.422787857661227e-06,0.3624290522801937,0.0869475748454145,0.4707354178734317,0.1019987048172938,0.108306365593238,0.1024896573802986,10.620247262109816,4.3398208737260885e-18,0.108306365593238,-0.0925733628721472,0.3091860940586234
task_mean,STT,loudness_sma3_stddevRisingSlope,1,ASUS_FX63VD_laptop,2,iPad_2021,1_vs_2,101,0.2585038947097806,poor,0.4846169154028769,2.8179816172041586e-07,0.5313570180547466,1.0846306331239672e-08,4.260557458962039,1.5717238107916072,2.5130899754216416,1.163738448108027,-1.7474674835403967,1.43241094965414,-12.26032994635685,1.2145175366152865e-21,-1.7474674835403967,-4.554992944862511,1.0600579777817176
task_mean,STT,loudness_sma3_stddevRisingSlope,1,ASUS_FX63VD_laptop,3,Huawei_P30_phone,1_vs_3,101,0.1769033427271663,poor,0.5492599121665622,2.7183003930548863e-09,0.5707979033197438,4.6001190612165216e-10,4.260557458962039,1.5717238107916072,8.498885586385903,3.024237027591196,4.238328127423864,2.5287880741273887,16.84390675434763,5.812538629780136e-31,4.238328127423864,-0.7180964978658171,9.194752752713546
task_mean,STT,loudness_sma3_stddevRisingSlope,2,iPad_2021,3,Huawei_P30_phone,2_vs_3,101,0.0457376139836049,poor,0.3005080455466188,0.0022627990450525,0.369668025626092,0.0001420546071224,2.5130899754216416,1.163738448108027,8.498885586385903,3.024237027591196,5.985795610964263,2.8956982196533354,20.77443739660272,4.6430979528054595e-38,5.985795610964263,0.3102271004437256,11.6613641214848
task_mean,STT,mfcc1V_sma3nz_amean,1,ASUS_FX63VD_laptop,2,iPad_2021,1_vs_2,101,0.500074755607331,moderate,0.7939543534734783,4.032717171367777e-23,0.7808503203261502,6.032201926122907e-22,32.120230963559415,3.89028874866575,36.78526552457704,5.016991433056817,4.665034561017618,3.0516338949608675,15.363250874842754,4.538424424003641e-28,4.665034561017618,-1.316167873105682,10.646236995140915
task_mean,STT,mfcc1V_sma3nz_amean,1,ASUS_FX63VD_laptop,3,Huawei_P30_phone,1_vs_3,101,0.4843447522896369,poor,0.5821585340436015,1.7096463521855708e-10,0.6404659289458358,5.502480014358314e-13,32.120230963559415,3.89028874866575,33.870330138175014,6.665402358296299,1.7500991746155856,5.419483179765134,3.2453793924820697,0.0015959588169623,1.7500991746155856,-8.872087857724075,12.372286206955248
