Feature,English_Description,Interaction_Coef,Z_Score,HDI_2.5%,HDI_97.5%,Interaction_PValue,Significant_Interaction,Interaction_FDR_PValue,Significant_Interaction_FDR,W_Age_Coef,W_Age_PValue,W_Age_Significant,C_Age_Coef,C_Age_PValue,C_Age_Significant
jitterLocal_sma3nz_stddevNorm,Jitter-coefficient of variation [roughness],0.005413599425282476,0.15360090610476196,-0.06366577740024719,0.07449297625081215,0.8779244224506361,False,0.9691688256105409,False,0.11860551399891875,0.0004791261214953151,True,0.12401911342420123,0.00022028882659652638,True
HNRdBACF_sma3nz_stddevNorm,Harmonics-to-noise ratio-coefficient of variation [voice clarity],0.004838843248036518,0.14714130809403836,-0.05961710653929474,0.06929479303536777,0.8830204855562706,False,0.9691688256105409,False,0.02979806791189178,0.28979822874136796,False,0.0346369111599283,0.2964114341440047,False
mfcc3_sma3_amean,MFCC coefficient 3-mean [vocal tract feature],-0.0035888215632162183,-0.11954963606883935,-0.06242706227399012,0.05524941914755769,0.9048399180697452,False,0.973283893722528,False,-0.04775435278692873,0.19888653307999882,False,-0.051343174350144946,0.16877101237886727,False
F2bandwidth_sma3nz_stddevNorm,F2-coefficient of variation [tongue position],-0.0033895822615504076,-0.10794357435466011,-0.06493637902418684,0.05815721450108602,0.9140404516989687,False,0.973283893722528,False,0.13335813556849396,5.926299426704967e-06,True,0.12996855330694357,1.816431622225778e-05,True
logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2-mean,0.0031396268253550547,0.10142566185838373,-0.05753208549029154,0.06381133914100165,0.9192125662934987,False,0.973283893722528,False,-0.07120790682097818,0.06310949262008167,False,-0.06806827999562312,0.09699526600124697,False
hammarbergIndexV_sma3nz_amean,hammarbergIndexV-mean,-0.0007042522183123893,-0.024068400384033156,-0.05805473359089206,0.05664622915426728,0.980798048857904,False,0.9859400326443238,False,-0.04234510055681069,0.35604610636284695,False,-0.04304935277512308,0.36899882065709155,False
spectralFlux_sma3_amean,Spectral flux-mean [timbre change],-0.00040201329691695825,-0.017622467928186513,-0.04511459641343643,0.04431056981960252,0.9859400326443238,False,0.9859400326443238,False,0.23786390700116936,0.0008188246599693353,True,0.23746189370425239,0.0004956823077493233,True
logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3-mean,0.0017972319708245243,0.05950389337700005,-0.05740182985355087,0.06099629379519991,0.9525507645077507,False,0.9859400326443238,False,-0.01756014388398329,0.6896090827342751,False,-0.015762911913158765,0.7469140099371134,False
mfcc3V_sma3nz_amean,MFCC coefficient 3-mean [vocal tract feature],0.001638429192743865,0.054321125958999246,-0.05747892452709308,0.06075578291258081,0.9566793183198179,False,0.9859400326443238,False,-0.03756267795136716,0.30504682032210084,False,-0.035924248758623295,0.33299001646067605,False
spectralFluxV_sma3nz_stddevNorm,Spectral flux-coefficient of variation [timbre change],0.001105488644282973,0.03714769882320644,-0.05722269348906192,0.05943367077762787,0.9703672400916835,False,0.9859400326443238,False,-0.07804276558441484,0.06689141032130497,False,-0.07693727694013186,0.04171702584217374,True
