Feature,English_Description,Interaction_Coef,Z_Score,HDI_2.5%,HDI_97.5%,Interaction_PValue,Significant_Interaction,Interaction_FDR_PValue,Significant_Interaction_FDR,W_Age_Coef,W_Age_PValue,W_Age_Significant,CW_Age_Coef,CW_Age_PValue,CW_Age_Significant
loudness_sma3_meanFallingSlope,Loudness-falling slope [intensity],-0.01362156578160633,-0.36241712254128544,-0.08728880518999554,0.06004567362678289,0.7170403460332504,False,0.8594242139172524,False,-0.020294828842449805,0.4524282838467043,False,-0.033916394624056136,0.393452283762296,False
F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0 semitone-falling slope [pitch],0.013732091965394386,0.35080319130511123,-0.06299155513724485,0.09045573906803363,0.7257360028634576,False,0.8594242139172524,False,-0.03292074835057173,0.14630679127979404,False,-0.019188656385177347,0.5615098769325448,False
F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0 semitone-80th percentile [pitch],0.0068669834073308775,0.3081853797304556,-0.036805716089771325,0.05053968290443308,0.7579412767002092,False,0.8634774038356814,False,0.16271723413592024,0.02030301931010519,True,0.16958421754325112,0.011750018909622462,True
loudnessPeaksPerSec,loudnessPeaksPerSec,-0.011445144697614321,-0.3107564871653498,-0.08363183921185631,0.060741549816627674,0.7559857511448497,False,0.8634774038356814,False,-0.13713352106420276,0.00029425514390290234,True,-0.14857866576181708,1.8935031320665985e-10,True
F2bandwidth_sma3nz_amean,F2-mean [tongue position],0.011065995558025333,0.3303493322421706,-0.05458980930320487,0.07672180041925553,0.7411360214229956,False,0.8634774038356814,False,0.028085383341991177,0.22888139333684587,False,0.039151378900016506,0.14852474243180858,False
MeanVoicedSegmentLengthSec,Mean voiced segment duration [voicing continuity],0.01459386860861628,0.2852953555284839,-0.08566707822629316,0.11485481544352572,0.775417870820694,False,0.8723451046732809,False,0.24941029832549463,1.1955250155768008e-10,True,0.26400416693411094,3.7059422197671665e-10,True
loudness_sma3_stddevRisingSlope,Loudness-standard deviation [intensity],-0.008539708012188112,-0.25773892633304685,-0.07348072387666912,0.056401307852292894,0.7966084018949228,False,0.8801522222911635,False,0.0782965956654943,0.00896406736774545,True,0.06975688765330618,0.08881415126735481,False
F1amplitudeLogRelF0_sma3nz_stddevNorm,F1-coefficient of variation [mouth opening],0.00919980835477715,0.2508676074528536,-0.06267724487837874,0.08107686158793305,0.8019164691986156,False,0.8801522222911635,False,-0.0021579107258153747,0.9244078020857943,False,0.007041897628961776,0.8111754973143894,False
F1bandwidth_sma3nz_amean,F1-mean [mouth opening],0.007449049642290628,0.22724518150345346,-0.05679934146679764,0.07169744075137889,0.8202330967841311,False,0.8834589551301504,False,0.00659850492122571,0.85508322074574,False,0.014047554563516338,0.7200738386058565,False
F2frequency_sma3nz_stddevNorm,F2-coefficient of variation [tongue position],-0.007464963352790221,-0.22168168139398886,-0.0734664844503543,0.05853655774477386,0.8245616914548071,False,0.8834589551301504,False,0.017896993475014087,0.46941183783755347,False,0.010432030122223865,0.7307244672339444,False
logRelF0-H1-A3_sma3nz_stddevNorm,logRelF0-H1-A3-coefficient of variation,-0.004509272799050134,-0.1291105179233899,-0.0729636081103108,0.06394506251221052,0.8972701995700699,False,0.95005079954478,False,0.07221280256992012,0.0062326314966769936,True,0.06770352977086998,0.05681537715716867,False
F2bandwidth_sma3nz_stddevNorm,F2-coefficient of variation [tongue position],-0.0018167245773881816,-0.05785432245250423,-0.06336407351754861,0.059730624362772246,0.953864667543104,False,0.967954283325707,False,0.13161631852270023,3.852796887988369e-06,True,0.12979959394531204,4.764750387775685e-05,True
mfcc4V_sma3nz_stddevNorm,MFCC coefficient 4-coefficient of variation [vocal tract feature],-0.0034773502217890703,-0.08852338638698752,-0.08046950690354515,0.07351480645996702,0.9294606976529637,False,0.967954283325707,False,8.506099491294614e-06,0.9997014920744907,False,-0.0034688441222977756,0.9157353281328011,False
mfcc2V_sma3nz_amean,MFCC coefficient 2-mean [vocal tract feature],-0.0015667520876121517,-0.056465706788347746,-0.05595080687736844,0.05281730270214414,0.9549708139389156,False,0.967954283325707,False,-0.02122895898197475,0.6385615387909329,False,-0.022795711069586902,0.6185101759404765,False
mfcc3V_sma3nz_stddevNorm,MFCC coefficient 3-coefficient of variation [vocal tract feature],-0.0018846205207994958,-0.05366855553015917,-0.07071181708455349,0.0669425760429545,0.9571992357331992,False,0.967954283325707,False,0.0032777126236014564,0.903127762670805,False,0.0013930921028019606,0.9696540779565883,False
logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2-mean,0.000837674406244837,0.02724102220047219,-0.059433259046884575,0.061108607859374255,0.9782674968506789,False,0.9782674968506789,False,-0.07289682925056004,0.06452403571258726,False,-0.0720591548443152,0.07657054558725407,False
