Feature,English_Description,Interaction_Coef,Z_Score,HDI_2.5%,HDI_97.5%,Interaction_PValue,Significant_Interaction,Interaction_FDR_PValue,Significant_Interaction_FDR,C_Age_Coef,C_Age_PValue,C_Age_Significant,CW_Age_Coef,CW_Age_PValue,CW_Age_Significant
F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0 semitone-20th percentile [pitch],-0.06224706082971425,-2.464598297285862,-0.11174974829022132,-0.012744373369207182,0.013716693402266134,True,0.05878582886685486,False,0.005572274014807072,0.9318433979170115,False,-0.056674786814907174,0.3950487660721944,False
loudness_sma3_stddevFallingSlope,Loudness-standard deviation [intensity],-0.07687434122938645,-2.4463302157478783,-0.13846607068588354,-0.015282611772889372,0.014431875261101975,True,0.059039489704508084,False,0.0830122841334364,0.005108607074575972,True,0.006137942904049953,0.8438545700515299,False
F1amplitudeLogRelF0_sma3nz_amean,F1-mean [mouth opening],-0.08241548349210566,-2.3882382520643763,-0.15005293444780404,-0.014778032536407276,0.016929362815470687,True,0.06624533275618966,False,0.025354703581905308,0.41682806697608943,False,-0.05706077991020035,0.1583227109491514,False
loudness_sma3_percentile80.0,Loudness-80th percentile [intensity],0.0573783977142095,2.3348117056414335,0.009211061886606017,0.10554573354181299,0.019553259426130766,True,0.06930986297134838,False,0.18544679056966004,0.001861372398428755,True,0.24282518828386954,0.0005824140353591911,True
spectralFlux_sma3_amean,Spectral flux-mean [timbre change],0.06060071989632572,2.325919429712061,0.00953385598027745,0.11166758381237399,0.020022849302833975,True,0.06930986297134838,False,0.22012215711952757,0.0004958655403364871,True,0.2807228770158533,0.00019708389422157246,True
jitterLocal_sma3nz_stddevNorm,Jitter-coefficient of variation [roughness],0.08056061423801936,2.348612702225878,0.01332994493402101,0.1477912835420177,0.01884349558886574,True,0.06930986297134838,False,0.1115626248016568,0.00022098859563401897,True,0.19212323903967615,1.3840324886160715e-08,True
StddevVoicedSegmentLengthSec,Voiced segment duration SD [voicing stability],0.09133171390753561,2.3091434760966205,0.013809394003287456,0.16885403381178377,0.02093562090869061,True,0.06978540302896871,False,0.03522822655615466,0.11935374695855529,False,0.12655994046369026,0.0006520443615458671,True
alphaRatioUV_sma3nz_amean,Alpha ratio-mean [energy distribution],-0.08407384747865916,-2.219476709565392,-0.15831870904805107,-0.009828985909267271,0.026454310007210508,True,0.08503171073746235,False,-0.039245048945714366,0.10518509103326032,False,-0.12331889642437352,0.0008957245032907846,True
mfcc1V_sma3nz_stddevNorm,MFCC coefficient 1-coefficient of variation [vocal tract feature],0.07406580081052784,2.197796345983346,0.008013743778973098,0.14011785784208258,0.02796362196049513,True,0.0867836543601573,False,0.19516050053914205,1.7495482160360468e-07,True,0.2692263013496699,4.3889432088661806e-08,True
Duration,Word duration (articulation lengthening),0.08674888882657772,2.126130390331608,0.006778336280375025,0.1667194413727804,0.03349240411404431,True,0.09419738657074962,False,0.23247220709947786,2.871292621683438e-14,True,0.3192210959260556,8.237854842718662e-14,True
VoicedSegmentsPerSec,VoicedSegmentsPerSec,0.09079823952899733,2.151387984404659,0.0080774328837553,0.17351904617423936,0.03144558878800896,True,0.09419738657074962,False,-0.26004053680470507,2.0060530538420227e-07,True,-0.16924229727570772,8.84586404126253e-10,True
slopeUV500-1500_sma3nz_amean,slopeUV500-1500-mean,-0.07792681334505311,-2.1295182923561544,-0.1496503363148006,-0.00620329037530562,0.03321140310573987,True,0.09419738657074962,False,-0.0415003988467731,0.09580857563521998,False,-0.1194272121918262,0.0013111778768553073,True
mfcc1V_sma3nz_amean,MFCC coefficient 1-mean [vocal tract feature],-0.053307049730628345,-1.911632096163566,-0.10796286853682803,0.0013487690755713405,0.0559233995313742,False,0.14803252817128465,False,-0.10702156822713643,0.016380448515829094,True,-0.16032861795776476,0.000255928504070857,True
MeanUnvoicedSegmentLength,Mean unvoiced segment duration [pause duration],0.10604842365230312,1.9125009530900565,-0.0026338282559533466,0.21473067556055958,0.055811970488253135,False,0.14803252817128465,False,0.012680630773955691,0.552720184312343,False,0.1187290544262588,0.019374916394151898,True
hammarbergIndexV_sma3nz_stddevNorm,hammarbergIndexV-coefficient of variation,0.05562558849562298,1.7589094934322238,-0.006359495932271232,0.11761067292351718,0.07859288244636337,False,0.2020959834335058,False,0.18879385130592755,7.108924344662912e-08,True,0.2444194398015505,1.1160583568425864e-10,True
StddevUnvoicedSegmentLength,Unvoiced segment duration SD [pause stability],0.06362054006623945,1.6496627622201228,-0.011968399313111389,0.13920947944559028,0.09901193045214524,False,0.24513209354977245,False,0.010304755593939402,0.66016650549544,False,0.07392529566017884,0.05089110805208241,False
F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F0 semitone-standard deviation [pitch],0.058933820978546235,1.641100633170199,-0.01145204493560762,0.1293196868927001,0.10077652734823977,False,0.24513209354977245,False,0.08493863033509122,0.00024012725699844054,True,0.14387245131363746,1.0300384211126001e-05,True
mfcc3_sma3_stddevNorm,MFCC coefficient 3-coefficient of variation [vocal tract feature],0.050001591923165126,1.5101863079509292,-0.014893129776687608,0.11489631362301786,0.13099589142830784,False,0.3083995727837964,False,-0.00756660979695305,0.7942944738622157,False,0.04243498212621208,0.22795680383529193,False
mfcc2_sma3_amean,MFCC coefficient 2-mean [vocal tract feature],-0.04213234694292705,-1.4999019034225776,-0.09718888085337929,0.012924186967525196,0.13363981487297846,False,0.3083995727837964,False,-0.0098984384242813,0.8303985819743875,False,-0.05203078536720835,0.2730797819733697,False
logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3-mean,-0.04134773975189587,-1.4643776133911648,-0.09668972884857574,0.013994249344783986,0.1430908013503833,False,0.3219543030383624,False,-0.015965888853384173,0.7141422399394446,False,-0.05731362860528005,0.2050862255795869,False
F2frequency_sma3nz_stddevNorm,F2-coefficient of variation [tongue position],-0.04662839326885273,-1.3895233501601385,-0.11240033642937516,0.019143549891669713,0.16467366556221052,False,0.36147877806338896,False,0.057052135414181124,0.017709377638384143,True,0.010423742145328395,0.7178262726062843,False
loudness_sma3_meanRisingSlope,Loudness-rising slope [intensity],0.043529372231970925,1.355799666528457,-0.019398486271726578,0.10645723073566843,0.175162917453198,False,0.36662005978576323,False,0.041838869200457,0.33891722254556855,False,0.08536824143242792,0.08796481992065153,False
F3amplitudeLogRelF0_sma3nz_amean,F3-mean [timbre],-0.04605819575199899,-1.3588874403077185,-0.1124905292891134,0.02037413778511543,0.17418225935854326,False,0.36662005978576323,False,0.03353672144189068,0.3169962758312008,False,-0.012521474310108305,0.7724052982205771,False
mfcc3_sma3_amean,MFCC coefficient 3-mean [vocal tract feature],-0.03949079083313388,-1.3081395480583502,-0.09866028092907114,0.01967869926280339,0.19082598164822928,False,0.39032587155319626,False,-0.05043073050548858,0.16330192813427058,False,-0.08992152133862247,0.014625183869696246,True
